Geneid	1714__30min_-_N=2_library-read-1.fastq.gz
gene-b2957	464
gene-b2958	2621
gene-b2959	6782
gene-b2960	6660
gene-b2961	813
gene-b2962	373
gene-b2963	185
gene-b2964	7493
gene-b2965	272
gene-b2966	449
gene-b2967	11
gene-b2968	160
gene-b2971	12
gene-b2972	14
gene-b4466	3653
gene-b2975	2514
gene-b2976	5121
gene-b2977	1390
gene-b4467	1484
gene-b4468	730
gene-b2979	1046
gene-b2980	2285
gene-b2981	244
gene-b2982	47
gene-b2983	53
gene-b2984	8
gene-b2985	4
gene-b2986	7
gene-b2987	78
gene-b2988	3297
gene-b2989	2007
gene-b2990	188
gene-b2991	133
gene-b2992	322
gene-b2993	1411
gene-b2994	1204
gene-b2995	296
gene-b2996	158
gene-b2997	242
gene-b2998	40
gene-b4755	2742
gene-b3001	6165
gene-b3002	1250
gene-b3003	5433
gene-b3005	4627
gene-b3006	8495
gene-b3008	578
gene-b3009	4315
gene-b3010	2088
gene-b3011	2835
gene-b3012	31432
gene-b3013	235
gene-b3014	41
gene-b4469	347
gene-b3017	988
gene-b3018	409
gene-b3019	1656
gene-b3020	474
gene-b3021	5635
gene-b3022	1499
gene-b3023	1621
gene-b3024	42609
gene-b3025	155
gene-b3026	699
gene-b3027	2
gene-b3028	1635
gene-b3029	10905
gene-b3030	3660
gene-b3031	1309
gene-b3032	3543
gene-b3033	1630
gene-b3034	1383
gene-b3035	4008
gene-b3036	1404
gene-b3037	3915
gene-b3038	1687
gene-b3039	725
gene-b3040	8335
gene-b4756	261
gene-b3041	22972
gene-b3042	724
gene-b3043	4
gene-b3044	17
gene-b3045	27
gene-b3047	10
gene-b3048	565
gene-b3049	12144
gene-b3050	141
gene-b3051	211
gene-b4447	372
gene-b4664	271
gene-b4611	123
gene-b4666	96
gene-b3052	2864
gene-b3053	2240
gene-b3054	2057
gene-b3055	2236
gene-b3056	4864
gene-b3057	1159
gene-b3058	444
gene-b3059	1941
gene-b3060	298
gene-b3061	54
gene-b3062	31
gene-b3063	111
gene-b3064	1263
gene-b3065	1603
gene-b3066	4508
gene-b3067	112754
gene-b3068	2403
gene-b3069	25
gene-b3070	665
gene-b3071	1839
gene-b3072	539
gene-b3073	58146
gene-b3074	573
gene-b3075	102
gene-b3076	368
gene-b3077	16
gene-b3078	83
gene-b3079	7
gene-b3080	81
gene-b3081	2934
gene-b3082	374
gene-b3083	129
gene-b3084	137
gene-b3085	193
gene-b3086	18
gene-b3087	5802
gene-b3088	48
gene-b3089	28501
gene-b3090	565
gene-b3091	8088
gene-b3092	16206
gene-b3093	8442
gene-b3094	11971
gene-b3095	5325
gene-b3096	2084
gene-b3097	23069
gene-b3098	20830
gene-b3099	37513
gene-b3100	25356
gene-b3101	388
gene-b3102	8879
gene-b3103	7712
gene-b3104	269
gene-b3105	316
gene-b3106	334
gene-b3107	67
gene-b4470	311
gene-b3110	123
gene-b4471	452
gene-b3113	243
gene-b3114	770
gene-b3115	272
gene-b3116	736
gene-b3117	364
gene-b3118	80
gene-b3119	0
gene-b3120	23
gene-b3121	18
gene-b3123	3920
gene-b3124	1820
gene-b3125	820
gene-b3126	167
gene-b3127	297
gene-b3128	777
gene-b3129	2047
gene-b3130	3025
gene-b3131	1030
gene-b3132	272
gene-b3133	143
gene-b3136	194
gene-b3137	26
gene-b3138	5
gene-b3139	14
gene-b3140	345
gene-b3141	121
gene-b3142	7
gene-b3143	64
gene-b3144	6655
gene-b3145	432
gene-b3146	361
gene-b3147	2122
gene-b3148	241
gene-b3149	279
gene-b3150	360
gene-b3151	959
gene-b3152	4519
gene-b3153	828
gene-b3154	381
gene-b3155	746
gene-b3156	4325
gene-b3157	6521
gene-b3158	58
gene-b3159	146
gene-b3160	2287
gene-b3161	719
gene-b3162	26689
gene-b4685	1002
gene-b3163	8739
gene-b3164	7347
gene-b4449	199
gene-b3165	2901
gene-b3166	780
gene-b3167	771
gene-b3168	21091
gene-b3169	11898
gene-b3170	2107
gene-b3171	111
gene-b3172	2165
gene-b3173	510
gene-b3174	532
gene-b3175	1090
gene-b3176	2661
gene-b3177	960
gene-b3178	103429
gene-b3179	27061
gene-b3180	2522
gene-b3181	718
gene-b3182	153
gene-b3183	46944
gene-b3184	7189
gene-b3185	4972
gene-b3186	8520
gene-b3187	2021
gene-b3188	30
gene-b3189	885
gene-b3190	223
gene-b3191	3662
gene-b3192	14267
gene-b3193	1651
gene-b3194	1584
gene-b3195	1282
gene-b3196	756
gene-b3197	1350
gene-b3198	5384
gene-b3199	12501
gene-b3200	5776
gene-b3201	8524
gene-b3202	7785
gene-b3203	1544
gene-b3204	1523
gene-b3205	1258
gene-b3206	601
gene-b3207	49816
gene-b3208	18133
gene-b3209	1054
gene-b4450	454
gene-b3210	5066
gene-b3211	66
gene-b3212	3226
gene-b3213	1365
gene-b3214	21
gene-b3215	85
gene-b3216	443
gene-b3218	17
gene-b3219	326
gene-b3220	563
gene-b3221	998
gene-b3222	2210
gene-b3223	2328
gene-b3224	9591
gene-b3225	10557
gene-b3226	637
gene-b3227	158
gene-b3228	2861
gene-b3229	7668
gene-b3230	4903
gene-b3231	4180
gene-b3232	464
gene-b3233	15809
gene-b3234	3181
gene-b3235	1356
gene-b3236	13024
gene-b3237	1789
gene-b3238	538
gene-b3239	1734
gene-b3240	376
gene-b3241	139
gene-b3242	248
gene-b3243	1074
gene-b3244	8444
gene-b4472	2612
gene-b3247	2311
gene-b3248	3190
gene-b3249	1173
gene-b3250	744
gene-b3251	3894
gene-b3252	1710
gene-b3253	6977
gene-b3255	876
gene-b3256	2672
gene-b3257	18
gene-b3258	2515
gene-b3259	4375
gene-b3260	950
gene-b3261	516
gene-b3262	95
gene-b3263	1
gene-b3264	3
gene-b3265	22
gene-b3266	405
gene-b3267	74
gene-b3269	367
gene-b3270	287
gene-b3271	359
gene-b3272	567
gene-b3273	14
gene-b3274	41
gene-b3275	81229
gene-b3276	0
gene-b3277	0
gene-b3278	90196
gene-b3279	2354
gene-b3280	1983
gene-b3281	5194
gene-b3282	1047
gene-b3283	7023
gene-b3284	25219
gene-b4473	6517
gene-b3287	21616
gene-b3288	22166
gene-b3289	2416
gene-b3290	3574
gene-b3291	34150
gene-b4550	7384
gene-b3292	2400
gene-b3293	3224
gene-b3294	12124
gene-b3295	41153
gene-b3296	23861
gene-b3297	21101
gene-b3298	16732
gene-b3299	4547
gene-b3300	163637
gene-b3301	35059
gene-b3302	18419
gene-b3303	19255
gene-b3304	32029
gene-b3305	24152
gene-b3306	13894
gene-b3307	17534
gene-b3308	32286
gene-b3309	40075
gene-b3310	30517
gene-b3311	4782
gene-b3312	2683
gene-b3313	4391
gene-b3314	7055
gene-b3315	2432
gene-b3316	1035
gene-b3317	2554
gene-b3318	1396
gene-b3319	1633
gene-b3320	2130
gene-b3321	1165
gene-b3322	127
gene-b3323	75
gene-b3324	9
gene-b3325	122
gene-b3326	16
gene-b3327	187
gene-b3328	14
gene-b3329	6
gene-b3330	17
gene-b3331	37
gene-b3332	153
gene-b3333	457
gene-b3334	144
gene-b3335	821
gene-b3336	5889
gene-b3337	919
gene-b3338	1335
gene-b3339	79838
gene-b3340	234710
gene-b3341	35857
gene-b3342	19534
gene-b3343	612
gene-b3344	301
gene-b3345	634
gene-b3346	2146
gene-b3347	17876
gene-b3348	221
gene-b3349	13607
gene-b4551	403
gene-b3350	2909
gene-b3351	771
gene-b3352	1112
gene-b3353	1085
gene-b3354	815
gene-b3355	1243
gene-b3356	935
gene-b3357	6313
gene-b3358	191
gene-b3359	235
gene-b3360	2282
gene-b3361	14555
gene-b3362	6619
gene-b3363	2434
gene-b3364	274
gene-b3365	471
gene-b3366	26
gene-b3367	299
gene-b3368	1776
gene-b3369	12
gene-b3370	65
gene-b3371	401
gene-b4474	176
gene-b3374	280
gene-b3375	519
gene-b3376	375
gene-b3377	267
gene-b3378	49
gene-b3379	171
gene-b3380	56
gene-b3381	75
gene-b3382	297
gene-b3383	490
gene-b3384	2752
gene-b3385	519
gene-b3386	567
gene-b3387	520
gene-b3388	13947
gene-b3389	5473
gene-b3390	2656
gene-b3391	112
gene-b3392	10
gene-b3393	1
gene-b3394	1
gene-b3395	26
gene-b3396	521
gene-b3397	624
gene-b3398	579
gene-b3399	5241
gene-b3400	6336
gene-b3401	12705
gene-b3402	1387
gene-b3403	7884
gene-b3404	2826
gene-b3405	7129
gene-b3406	153
gene-b3407	561
gene-b3408	481
gene-b3409	2302
gene-b3410	247
gene-b3411	125
gene-b3412	217
gene-b3413	730
gene-b3414	15788
gene-b3415	1625
gene-b3416	1821
gene-b3417	2694
gene-b3418	4942
gene-b4475	2525
gene-b3421	4425
gene-b3422	361
gene-b3424	825
gene-b3425	477
gene-b3426	569307
gene-b3427	4994
gene-b3428	15480
gene-b3429	9239
gene-b3430	14644
gene-b3431	5751
gene-b3432	7573
gene-b3433	11757
gene-b3434	130
gene-b4476	607
gene-b3437	564
gene-b3438	2055
gene-b3439	2225
gene-b3440	2417
gene-b4451	34
gene-b3441	98
gene-b3442	2
gene-b3444	10
gene-b3445	87
gene-b4612	4
gene-b3446	115
gene-b3447	952
gene-b3448	32641
gene-b3449	8210
gene-b3450	1617
gene-b3451	370
gene-b3452	322
gene-b3453	13292
gene-b3454	147
gene-b3455	87
gene-b3456	195
gene-b3457	245
gene-b3458	424
gene-b3459	10
gene-b3460	792
gene-b3461	50666
gene-b3462	9150
gene-b3463	6217
gene-b3464	3580
gene-b3465	380
gene-b3466	79
gene-b3467	102
gene-b3468	1922
gene-b3469	1416
gene-b3470	297
gene-b3471	532
gene-b3472	1815
gene-b3473	410
gene-b3474	3697
gene-b3475	1071
gene-b3476	27
gene-b3477	67
gene-b3478	44
gene-b3479	49
gene-b3480	175
gene-b3481	854
gene-b3482	159
gene-b3483	2
gene-b3484	16
gene-b3485	484
gene-b3486	1460
gene-b3487	2281
gene-b3488	139
gene-b3491	2175
gene-b3492	1329
gene-b3493	13620
gene-b3494	16853
gene-b3495	23754
gene-b3496	12287
gene-b3497	2667
gene-b3498	18287
gene-b3499	1536
gene-b3500	2416
gene-b4613	257
gene-b4712	21
gene-b4713	103
gene-b3501	60
gene-b3502	672
gene-b3503	493
gene-b3505	187
gene-b3506	8817
gene-b3507	434
gene-b3508	754
gene-b3509	78290
gene-b3510	70986
gene-b3511	22593
gene-b4704	287
gene-b3512	6151
gene-b4718	2980
gene-b3513	404
gene-b3514	681
gene-b3515	1046
gene-b4452	528
gene-b3516	6417
gene-b3517	20712
gene-b3518	518
gene-b3519	11298
gene-b3520	423
gene-b3521	153
gene-b3522	7393
gene-b3523	1053
gene-b3524	21302
gene-b3525	63
gene-b3526	592
gene-b3527	1672
gene-b3528	20116
gene-b3529	2889
gene-b3530	8451
gene-b3531	127
gene-b3532	228
gene-b3533	215
gene-b3535	1012
gene-b3536	1182
gene-b3537	116
gene-b3538	533
gene-b4453	104
gene-b4454	20
gene-b3539	93
gene-b3540	144
gene-b3541	116
gene-b3542	39
gene-b3543	55
gene-b3544	1923
gene-b3545	40
gene-b3546	619
gene-b3547	252
gene-b3548	5211
gene-b3549	941
gene-b3550	478
gene-b3551	1562
gene-b3552	106
gene-b3553	425
gene-b3554	7120
gene-b3555	18903
gene-b3556	513
gene-b4455	3
gene-b3557	6
gene-b3558	48
gene-b3559	8682
gene-b3560	3467
gene-b4553	63
gene-b3561	194
gene-b3562	9
gene-b3563	1
gene-b3564	9773
gene-b3565	4280
gene-b3566	216
gene-b3567	174
gene-b3568	464
gene-b3569	306
gene-b3570	1582
gene-b3571	745
gene-b3572	2462
gene-b3573	62
gene-b3574	738
gene-b3575	107
gene-b3576	7
gene-b3577	1
gene-b3578	20
gene-b3579	75
gene-b3580	60
gene-b3581	17
gene-b3582	33
gene-b3583	265
gene-b3584	355
gene-b3585	388
gene-b3586	203
gene-b3587	0
gene-b3588	14930
gene-b3589	1
gene-b3590	795
gene-b3591	962
gene-b3592	1884
gene-b3593	733
gene-b3594	758
gene-b3596	3
gene-b4615	20
gene-b3597	3664
gene-b3598	1714
gene-b3599	23145
gene-b3600	20638
gene-b3601	32414
gene-b4554	21050
gene-b3602	789
gene-b3603	4760
gene-b3604	1079
gene-b3605	972
gene-b3606	162
gene-b3607	3927
gene-b3608	58537
gene-b3609	61313
gene-b3610	3619
gene-b3611	849
gene-b3612	6457
gene-b3613	428
gene-b3614	186
gene-b3615	107
gene-b3616	9285
gene-b3617	7350
gene-b3618	59
gene-b3619	20194
gene-b3620	3127
gene-b3621	346
gene-b3622	391
gene-b3623	190
gene-b3624	67
gene-b3625	58
gene-b3626	145
gene-b3627	428
gene-b3628	411
gene-b3629	251
gene-b3630	345
gene-b3631	578
gene-b3632	1002
gene-b3633	1204
gene-b3634	1205
gene-b3635	1226
gene-b3636	2313
gene-b3637	3615
gene-b3638	357
gene-b3639	1023
gene-b3640	431
gene-b3641	139
gene-b3642	85
gene-b3643	346
gene-b3644	2087
gene-b3645	270
gene-b3646	26
gene-b3647	283
gene-b3648	5573
gene-b3649	6620
gene-b3650	2969
gene-b3651	58
gene-b3652	220
gene-b3653	5516
gene-b3654	135
gene-b3655	5387
gene-b3656	588
gene-b3657	67
gene-b3658	31
gene-b3659	4
gene-b3660	357
gene-b3661	656
gene-b4555	80
gene-b3662	96
gene-b3663	367
gene-b3664	242
gene-b3665	260
gene-b3666	109
gene-b3667	108
gene-b3668	229
gene-b3669	852
gene-b3670	1272
gene-b3671	4657
gene-b3672	131
gene-b4616	26
gene-b4618	3936
gene-b3673	419
gene-b3674	249
gene-b3675	510
gene-b3676	982
gene-b3677	46
gene-b3678	152
gene-b3679	152
gene-b3680	52
gene-b3681	8
gene-b3682	33
gene-b3683	77
gene-b3684	221
gene-b3685	1530
gene-b3686	1578
gene-b3687	8644
gene-b3688	1532
gene-b3689	536
gene-b3690	30
gene-b3691	158
gene-b4478	330
gene-b4477	133
gene-b3693	620
gene-b4479	749
gene-b3696	378
gene-b3697	952
gene-b3698	1129
gene-b3699	8460
gene-b3700	436
gene-b3701	3046
gene-b3702	4163
gene-b4757	439
gene-b3703	10601
gene-b3704	5321
gene-b4557	50
gene-b3705	1159
gene-b3706	3912
gene-b3707	577
gene-b3708	11232
gene-b3709	1829
gene-b3710	105
gene-b3711	330
gene-b3712	1012
gene-b3713	1327
gene-b3714	589
gene-b3715	196
gene-b3716	178
gene-b3717	165
gene-b3718	110
gene-b3719	71
gene-b3720	40
gene-b3721	25
gene-b3722	19
gene-b3723	24
gene-b3724	1115
gene-b3725	1925
gene-b3726	1351
gene-b3727	1951
gene-b3728	4011
gene-b3729	26072
gene-b3730	7678
gene-b3731	4134
gene-b3732	8850
gene-b3733	3841
gene-b3734	5896
gene-b3735	1124
gene-b3736	1264
gene-b3737	2512
gene-b3738	2261
gene-b3739	666
gene-b3740	266
gene-b3741	1382
gene-b3742	321
gene-b3743	118
gene-b3744	334
gene-b3745	440
gene-b3746	1057
gene-b3747	2231
gene-b3748	3720
gene-b3749	2741
gene-b3750	1602
gene-b3751	2591
gene-b3752	333
gene-b3753	118
gene-b3754	188
gene-b3755	704
gene-b3756	349596
gene-b3757	150
gene-b3758	505556
gene-b3759	661
gene-b3760	376
gene-b3761	604
gene-b4480	456
gene-b3764	1139
gene-b3765	515
gene-b3766	68
gene-b4669	92
gene-b3769	55
gene-b3770	484
gene-b3771	1837
gene-b3772	1057
gene-b3773	1455
gene-b3774	644
gene-b3775	333
gene-b3778	868
gene-b3779	1321
gene-b3780	12651
gene-b3781	15050
gene-b3782	1665
gene-b3783	12759
gene-b3784	1222
gene-b3785	1099
gene-b3786	478
gene-b3787	358
gene-b3788	588
gene-b3789	870
gene-b3790	481
gene-b3791	1663
gene-b3792	1071
gene-b4481	1593
gene-b3793	602
gene-b3794	646
gene-b3795	4250
gene-b3796	3302
gene-b3797	4865
gene-b3798	1666
gene-b3799	240
gene-b3800	61
gene-b3801	447
gene-b4456	358
gene-b3802	1294
gene-b3803	1015
gene-b3804	1991
gene-b3805	8926
gene-b3806	22319
gene-b3807	337
gene-b3808	218
gene-b4558	527
gene-b3809	1061
gene-b3810	242
gene-b3811	158
gene-b3812	296
gene-b3813	3047
gene-b4482	62
gene-b3816	8853
gene-b3817	27
gene-b3818	2
gene-b3819	152
gene-b3820	1525
gene-b3821	178
gene-b3822	207
gene-b3823	241
gene-b3824	690
gene-b3825	1502
gene-b3826	509
gene-b3827	118
gene-b3828	53
gene-b3829	1174
gene-b3830	8012
gene-b3831	6172
gene-b3832	966
gene-b3833	1417
gene-b3834	761
gene-b4707	289
gene-b3835	822
gene-b3836	629
gene-b3838	1087
gene-b3839	252
gene-b4483	133
gene-b3842	464
gene-b3843	7166
gene-b3844	3585
gene-b3845	6073
gene-b3846	9577
gene-b3847	3139
gene-b3848	877
gene-b3849	4481
gene-b3850	960
gene-b3851	104649
gene-b3852	8
gene-b3853	0
gene-b3854	280438
gene-b3855	639
gene-b3856	265
gene-b3857	369
gene-b3858	363
gene-b3859	496
gene-b3860	2797
gene-b3861	37
gene-b3862	8
gene-b3863	4396
gene-b3864	85
gene-b3865	1262
gene-b4457	8034
gene-b3866	4463
gene-b3867	2621
gene-b4686	752
gene-b3868	2248
gene-b3869	1067
gene-b3870	521
gene-b3871	20509
gene-b3872	226
gene-b3873	249
gene-b3874	40
gene-b3875	15
gene-b3876	512
gene-b3877	71
gene-b3878	82
gene-b3879	97
gene-b3880	189
gene-b3881	194
gene-b3882	26
gene-b3883	1487
gene-b3884	945
gene-b3885	836
gene-b3886	4607
gene-b3887	5265
gene-b3888	2421
gene-b3889	31
gene-b3890	101
gene-b3891	963
gene-b3892	1226
gene-b3893	3530
gene-b3894	17841
gene-b3895	3757
gene-b3896	7
gene-b3897	42
gene-b3898	108
gene-b3899	46
gene-b3900	22
gene-b3901	3
gene-b3902	62
gene-b3903	22
gene-b3904	24
gene-b3905	100
gene-b3906	339
gene-b3907	579
gene-b3908	12897
gene-b3909	257
gene-b3910	4000
gene-b3911	2664
gene-b3912	4085
gene-b4484	3230
gene-b4716	375
gene-b3915	2384
gene-b3916	24225
gene-b3917	195
gene-b3918	125
gene-b3919	10305
gene-b3920	206
gene-b3921	609
gene-b3922	4796
gene-b3923	10490
gene-b3924	1142
gene-b3925	4829
gene-b3926	164409
gene-b3927	120196
gene-b3928	2161
gene-b3929	6727
gene-b3930	314
gene-b3931	26410
gene-b3932	19871
gene-b3933	1538
gene-b3934	562
gene-b3935	382
gene-b3936	8124
gene-b3937	231
gene-b3938	1019
gene-b3939	332
gene-b3940	904
gene-b3941	439
gene-b3942	10352
gene-b3943	201
gene-b3944	77
gene-b3945	1060
gene-b3946	158
gene-b3947	301
gene-b3949	60
gene-b3950	24
gene-b3951	383
gene-b3952	131
gene-b3953	116
gene-b3954	206
gene-b3955	969
gene-b3956	6785
gene-b3957	2587
gene-b3958	78
gene-b3959	531
gene-b3960	3454
gene-b4458	3
gene-b3961	452
gene-b3962	6440
gene-b3963	1962
gene-b3964	3597
gene-b3965	11012
gene-b3966	1417
gene-b3967	893
gene-b3968	909
gene-b3969	70
gene-b3970	403
gene-b3971	46
gene-b3972	772
gene-b3973	718
gene-b3974	254
gene-b3976	69
gene-b3977	168
gene-b3978	231
gene-b3979	259
gene-b3980	4060
gene-b3981	24593
gene-b3982	18507
gene-b3983	10114
gene-b3984	27498
gene-b3985	27904
gene-b3986	48512
gene-b3987	117531
gene-b3988	124444
gene-b3989	102
gene-b4691	143
gene-b3990	6233
gene-b3991	3722
gene-b4407	2521
gene-b3992	6673
gene-b3993	3595
gene-b3994	18407
gene-b3995	4176
gene-b3996	2337
gene-b3997	1425
gene-b3998	764
gene-b3999	521
gene-b4000	1567
gene-b4001	413
gene-b4002	392
gene-b4003	143
gene-b4004	787
gene-b4005	898
gene-b4006	251
gene-b4007	1037
gene-b4008	34
gene-b4009	757
gene-b4010	9
gene-b4011	233
gene-b4012	733
gene-b4013	123
gene-b4014	73595
gene-b4015	53663
gene-b4016	16807
gene-b4017	59
gene-b4018	482
gene-b4019	1752
gene-b4020	1918
gene-b4021	437
gene-b4022	1024
gene-b4023	793
gene-b4024	1014
gene-b4025	15083
gene-b4026	79
gene-b4027	1
gene-b4028	1
gene-b4029	570
gene-b4620	144
gene-b4030	184
gene-b4031	535
gene-b4032	274
gene-b4033	91
gene-b4034	101
gene-b4035	7
gene-b4036	428
gene-b4037	568
gene-b4039	1615
gene-b4040	2933
gene-b4041	11053
gene-b4042	1003
gene-b4043	12983
gene-b4044	2790
gene-b4045	1883
gene-b4046	599
gene-b4047	0
gene-b4048	31
gene-b4049	214
gene-b4050	590
gene-b4051	9925
gene-b4052	1201
gene-b4053	491
gene-b4054	258
gene-b4621	2
gene-b4055	84
gene-b4056	3567
gene-b4057	3412
gene-b4058	19731
gene-b4059	3957
gene-b4060	101
gene-b4061	2719
gene-b4062	1562
gene-b4063	1881
gene-b4459	979
gene-b4064	131
gene-b4065	2017
gene-b4066	48
gene-b4067	4898
gene-b4068	1187
gene-b4069	32486
gene-b4070	103
gene-b4071	18
gene-b4072	12
gene-b4073	106
gene-b4074	73
gene-b4075	14
gene-b4076	34
gene-b4077	544
gene-b4078	684
gene-b4079	1823
gene-b4080	41
gene-b4081	159
gene-b4082	42
gene-b4622	0
gene-b4083	7
gene-b4084	925
gene-b4085	159
gene-b4086	114
gene-b4087	132
gene-b4088	47
gene-b4089	402
gene-b4090	160
gene-b4487	623
gene-b4092	602
gene-b4093	418
gene-b4094	244
gene-b4095	66
gene-b4096	287
gene-b4097	28
gene-b4098	34
gene-b4099	22
gene-b4100	0
gene-b4101	35
gene-b4102	48
gene-b4105	5
gene-b4106	45
gene-b4107	12261
gene-b4108	3300
gene-b4109	89
gene-b4110	107
gene-b4111	1509
gene-b4703	64
gene-b4112	645
gene-b4113	1936
gene-b4114	642
gene-b4115	242
gene-b4116	286
gene-b4117	236
gene-b4118	884
gene-b4119	1977
gene-b4120	1038
gene-b4121	99
gene-b4122	262
gene-b4123	78
gene-b4124	344
gene-b4125	159
gene-b4126	1107
gene-b4127	1742
gene-b4128	57
gene-b4559	68
gene-b4129	1581
gene-b4130	215
gene-b4131	373
gene-b4132	135
gene-b4133	430
gene-b4134	416
gene-b4135	10550
gene-b4136	687
gene-b4137	399
gene-b4138	7342
gene-b4139	15284
gene-b4140	15578
gene-b4141	3545
gene-b4142	29201
gene-b4143	189983
gene-b4144	650
gene-b4145	66
gene-b4146	755
gene-b4147	3483
gene-b4410	107
gene-b4411	1756
gene-b4148	1388
gene-b4149	3898
gene-b4150	95
gene-b4151	2399
gene-b4152	3655
gene-b4153	5442
gene-b4154	15239
gene-b4155	591
gene-b4156	319
gene-b4157	43
gene-b4158	108
gene-b4159	652
gene-b4160	948
gene-b4161	2746
gene-b4162	721
gene-b4163	37
gene-b4164	101
gene-b4165	155
gene-b4670	32
gene-b4166	5643
gene-b4167	17682
gene-b4168	1829
gene-b4169	2094
gene-b4170	1512
gene-b4171	38073
gene-b4172	11733
gene-b4173	7136
gene-b4174	9329
gene-b4175	3728
gene-b4176	2
gene-b4177	24964
gene-b4178	2516
gene-b4179	26176
gene-b4180	2029
gene-b4181	0
gene-b4182	22
gene-b4183	3
gene-b4184	3
gene-b4185	28
gene-b4186	66
gene-b4187	32373
gene-b4188	18983
gene-b4189	2818
gene-b4190	535
gene-b4191	388
gene-b4192	1002
gene-b4193	365
gene-b4194	154
gene-b4195	214
gene-b4196	305
gene-b4197	350
gene-b4198	469
gene-b4199	8384
gene-b4200	2626
gene-b4201	1547
gene-b4202	1006
gene-b4203	2724
gene-b4204	15
gene-b4206	4302
gene-b4207	437
gene-b4208	12332
gene-b4209	536
gene-b4210	736
gene-b4211	283
gene-b4212	1670
gene-b4213	1016
gene-b4214	48638
gene-b4215	271
gene-b4216	1343
gene-b4217	3378
gene-b4218	2406
gene-b4219	4713
gene-b4220	387
gene-b4221	1605
gene-b4222	438
gene-b4223	341
gene-b4224	6663
gene-b4225	4125
gene-b4226	4202
gene-b4227	13622
gene-b4485	6646
gene-b4230	3210
gene-b4231	2606
gene-b4232	3577
gene-b4233	2066
gene-b4234	22230
gene-b4235	8335
gene-b4237	1562
gene-b4238	47292
gene-b4239	327
gene-b4240	836
gene-b4241	398
gene-b4702	261
gene-b4242	925
gene-b4243	516
gene-b4244	105
gene-b4245	32
gene-b4246	74
gene-b4248	487
gene-b4249	94
gene-b4251	331
gene-b4252	1459
gene-b4253	110
gene-b4254	142
gene-b4255	6136
gene-b4256	320
gene-b4257	38
gene-b4258	9068
gene-b4259	1132
gene-b4260	10122
gene-b4261	7867
gene-b4262	4780
gene-b4263	8070
gene-b4264	304
gene-b4265	419
gene-b4266	88
gene-b4267	86
gene-b4268	574
gene-b4269	5910
gene-b4270	20
gene-b4272	5
gene-b4273	140
gene-b4277	38
gene-b4278	1186
gene-b4279	887
gene-b4280	1570
gene-b4655	6
gene-b4284	48
gene-b4287	147
gene-b4288	74
gene-b4289	91
gene-b4290	435
gene-b4291	752
gene-b4292	1339
gene-b4293	1044
gene-b4294	481
gene-b4295	2040
gene-b4296	125
gene-b4297	661
gene-b4298	228
gene-b4299	116
gene-b4300	750
gene-b4301	1107
gene-b4302	570
gene-b4624	216
gene-b4303	2121
gene-b4304	4670
gene-b4565	1939
gene-b4305	4179
gene-b4306	122
gene-b4307	30
gene-b4566	163
gene-b4309	158
gene-b4310	1767
gene-b4311	307
gene-b4312	12
gene-b4313	94
gene-b4314	883
gene-b4315	109
gene-b4316	24
gene-b4317	166
gene-b4318	38
gene-b4319	46
gene-b4320	647
gene-b4321	521
gene-b4322	2766
gene-b4323	2627
gene-b4324	3820
gene-b4325	22
gene-b4720	0
gene-b4721	10
gene-b4722	21
gene-b4326	278
gene-b4327	313
gene-b4328	370
gene-b4329	33
gene-b4330	140
gene-b4331	80
gene-b4332	203
gene-b4333	77
gene-b4715	143
gene-b4334	135
gene-b4335	1029
gene-b4336	1528
gene-b4337	227
gene-b4340	967
gene-b4341	9
gene-b4342	463
gene-b4345	1
gene-b4346	234
gene-b4347	212
gene-b4625	39
gene-b4348	51
gene-b4349	618
gene-b4350	1440
gene-b4351	645
gene-b4352	461
gene-b4353	69
gene-b4354	613
gene-b4355	1036
gene-b4356	722
gene-b4357	161
gene-b4358	35
gene-b4359	2853
gene-b4360	330
gene-b4361	975
gene-b4362	2045
gene-b4363	96
gene-b4364	149
gene-b4365	1
gene-b4366	538
gene-b4367	11552
gene-b4567	7195
gene-b4368	3438
gene-b4369	1264
gene-b4370	295
gene-b4371	692
gene-b4372	276
gene-b4373	1153
gene-b4374	3898
gene-b4375	498
gene-b4376	117350
gene-b4568	3747
gene-b4377	1827
gene-b4378	1196
gene-b4379	231
gene-b4380	4856
gene-b4381	23388
gene-b4382	17658
gene-b4383	64010
gene-b4384	25620
gene-b4385	1015
gene-b4386	412
gene-b4387	417
gene-b4388	491
gene-b4389	1053
gene-b4390	4331
gene-b4391	8595
gene-b4392	3231
gene-b4393	333
gene-b4394	218
gene-b4395	4989
gene-b4396	27966
gene-b4397	244
gene-b4398	471
gene-b4399	243
gene-b4400	190
gene-b4401	152277
gene-b4402	7459
gene-b4403	76
