Geneid	1714__ROC_MOXI_N=2_library-read-1.fastq.gz
gene-b2937	8077
gene-b2938	23630
gene-b2939	1493
gene-b2940	3911
gene-b2941	98
gene-b2942	1765
gene-b2943	2034
gene-b2944	231
gene-b2945	152
gene-b2946	1451
gene-b2947	4175
gene-b2948	2910
gene-b2949	857
gene-b2950	453
gene-b2951	2581
gene-b2952	2166
gene-b2953	763
gene-b2954	3062
gene-b2955	1691
gene-b2956	298
gene-b2957	678
gene-b2958	5973
gene-b2959	5498
gene-b2960	7575
gene-b2961	1363
gene-b2962	734
gene-b2963	1067
gene-b2964	56568
gene-b2965	1155
gene-b2966	80
gene-b2967	38
gene-b2968	265
gene-b2971	55
gene-b2972	107
gene-b4466	757
gene-b2975	72
gene-b2976	693
gene-b2977	183
gene-b4467	151
gene-b4468	14
gene-b2979	34
gene-b2980	13092
gene-b2981	1230
gene-b2982	194
gene-b2983	177
gene-b2984	9
gene-b2985	23
gene-b2986	17
gene-b2987	61
gene-b2988	6301
gene-b2989	977
gene-b2990	195
gene-b2991	838
gene-b2992	1325
gene-b2993	718
gene-b2994	2390
gene-b2995	1690
gene-b2996	2437
gene-b2997	1413
gene-b2998	19
gene-b4755	8
gene-b3001	10639
gene-b3002	3317
gene-b3003	139
gene-b3005	8381
gene-b3006	9577
gene-b3008	157
gene-b3009	5494
gene-b3010	2176
gene-b3011	1486
gene-b3012	502
gene-b3013	102
gene-b3014	229
gene-b4469	1743
gene-b3017	2469
gene-b3018	1261
gene-b3019	5980
gene-b3020	1428
gene-b3021	1153
gene-b3022	235
gene-b3023	170
gene-b3024	188
gene-b3025	194
gene-b3026	245
gene-b3027	35
gene-b3028	3689
gene-b3029	3305
gene-b3030	7971
gene-b3031	6388
gene-b3032	9030
gene-b3033	3526
gene-b3034	566
gene-b3035	4172
gene-b3036	888
gene-b3037	8805
gene-b3038	12116
gene-b3039	305
gene-b3040	849
gene-b4756	344
gene-b3041	16476
gene-b3042	812
gene-b3043	93
gene-b3044	9
gene-b3045	18
gene-b3047	64
gene-b3048	516
gene-b3049	394
gene-b3050	410
gene-b3051	174
gene-b4447	82
gene-b4664	57
gene-b4611	475
gene-b4666	338
gene-b3052	5131
gene-b3053	3840
gene-b3054	1884
gene-b3055	9413
gene-b3056	6088
gene-b3057	1397
gene-b3058	2101
gene-b3059	1082
gene-b3060	240
gene-b3061	23
gene-b3062	26
gene-b3063	204
gene-b3064	2330
gene-b3065	12385
gene-b3066	6181
gene-b3067	38692
gene-b3068	824
gene-b3069	23
gene-b3070	1162
gene-b3071	1798
gene-b3072	570
gene-b3073	468
gene-b3074	36
gene-b3075	371
gene-b3076	274
gene-b3077	74
gene-b3078	110
gene-b3079	36
gene-b3080	44
gene-b3081	1461
gene-b3082	176
gene-b3083	222
gene-b3084	789
gene-b3085	136
gene-b3086	61
gene-b3087	6031
gene-b3088	188
gene-b3089	1497
gene-b3090	178
gene-b3091	9190
gene-b3092	12925
gene-b3093	8142
gene-b3094	1820
gene-b3095	2981
gene-b3096	2786
gene-b3097	989
gene-b3098	1071
gene-b3099	2451
gene-b3100	1612
gene-b3101	67
gene-b3102	435
gene-b3103	96
gene-b3104	51
gene-b3105	389
gene-b3106	243
gene-b3107	403
gene-b4470	2495
gene-b3110	1701
gene-b4471	1111
gene-b3113	2799
gene-b3114	5550
gene-b3115	3931
gene-b3116	26686
gene-b3117	25399
gene-b3118	11449
gene-b3119	23
gene-b3120	40
gene-b3121	75
gene-b3123	1541
gene-b3124	146
gene-b3125	96
gene-b3126	147
gene-b3127	216
gene-b3128	322
gene-b3129	631
gene-b3130	1265
gene-b3131	1290
gene-b3132	301
gene-b3133	87
gene-b3136	70
gene-b3137	23
gene-b3138	4
gene-b3139	31
gene-b3140	88
gene-b3141	31
gene-b3142	127
gene-b3143	28
gene-b3144	445
gene-b3145	439
gene-b3146	316
gene-b3147	3599
gene-b3148	951
gene-b3149	3475
gene-b3150	2774
gene-b3151	240
gene-b3152	284
gene-b3153	32
gene-b3154	70
gene-b3155	784
gene-b3156	1792
gene-b3157	2222
gene-b3158	54
gene-b3159	55
gene-b3160	789
gene-b3161	228
gene-b3162	25659
gene-b4685	1524
gene-b3163	26354
gene-b3164	45874
gene-b4449	3382
gene-b3165	24595
gene-b3166	9448
gene-b3167	4020
gene-b3168	33884
gene-b3169	22152
gene-b3170	12406
gene-b3171	93
gene-b3172	531
gene-b3173	262
gene-b3174	2857
gene-b3175	7945
gene-b3176	12562
gene-b3177	3932
gene-b3178	22816
gene-b3179	5267
gene-b3180	1870
gene-b3181	4390
gene-b3182	992
gene-b3183	7093
gene-b3184	3840
gene-b3185	29007
gene-b3186	29675
gene-b3187	5263
gene-b3188	307
gene-b3189	4763
gene-b3190	2129
gene-b3191	1969
gene-b3192	4505
gene-b3193	3738
gene-b3194	2182
gene-b3195	3449
gene-b3196	1599
gene-b3197	7577
gene-b3198	7783
gene-b3199	2923
gene-b3200	2370
gene-b3201	4149
gene-b3202	14494
gene-b3203	3905
gene-b3204	4036
gene-b3205	3053
gene-b3206	672
gene-b3207	7238
gene-b3208	3646
gene-b3209	2081
gene-b4450	687
gene-b3210	5105
gene-b3211	40
gene-b3212	5467
gene-b3213	3016
gene-b3214	166
gene-b3215	33
gene-b3216	439
gene-b3218	292
gene-b3219	173
gene-b3220	486
gene-b3221	1259
gene-b3222	5904
gene-b3223	6983
gene-b3224	29442
gene-b3225	60473
gene-b3226	1167
gene-b3227	304
gene-b3228	7608
gene-b3229	14947
gene-b3230	71097
gene-b3231	41539
gene-b3232	486
gene-b3233	6199
gene-b3234	714
gene-b3235	3240
gene-b3236	67679
gene-b3237	903
gene-b3238	499
gene-b3239	56
gene-b3240	208
gene-b3241	74
gene-b3242	71
gene-b3243	244
gene-b3244	1782
gene-b4472	3450
gene-b3247	6090
gene-b3248	3079
gene-b3249	2824
gene-b3250	9190
gene-b3251	21953
gene-b3252	1370
gene-b3253	1296
gene-b3255	25294
gene-b3256	52829
gene-b3257	137
gene-b3258	2327
gene-b3259	5378
gene-b3260	8829
gene-b3261	2975
gene-b3262	120
gene-b3263	1060
gene-b3264	1187
gene-b3265	52
gene-b3266	281
gene-b3267	246
gene-b3269	64
gene-b3270	36
gene-b3271	54
gene-b3272	836
gene-b3273	986
gene-b3274	743
gene-b3275	6698
gene-b3276	3
gene-b3277	3
gene-b3278	8885
gene-b3279	2381
gene-b3280	2737
gene-b3281	3354
gene-b3282	1241
gene-b3283	3399
gene-b3284	2935
gene-b4473	812
gene-b3287	4390
gene-b3288	7694
gene-b3289	5346
gene-b3290	4335
gene-b3291	1934
gene-b4550	970
gene-b3292	1098
gene-b3293	1752
gene-b3294	208895
gene-b3295	359920
gene-b3296	294025
gene-b3297	144030
gene-b3298	102671
gene-b3299	30707
gene-b3300	485787
gene-b3301	102382
gene-b3302	202118
gene-b3303	267374
gene-b3304	181976
gene-b3305	130739
gene-b3306	132004
gene-b3307	69899
gene-b3308	176638
gene-b3309	220524
gene-b3310	65300
gene-b3311	281143
gene-b3312	81131
gene-b3313	308263
gene-b3314	641946
gene-b3315	399216
gene-b3316	127720
gene-b3317	152487
gene-b3318	103778
gene-b3319	117506
gene-b3320	345068
gene-b3321	118376
gene-b3322	49
gene-b3323	51
gene-b3324	38
gene-b3325	145
gene-b3326	135
gene-b3327	67
gene-b3328	24
gene-b3329	34
gene-b3330	61
gene-b3331	87
gene-b3332	243
gene-b3333	310
gene-b3334	86
gene-b3335	87
gene-b3336	482
gene-b3337	302
gene-b3338	449
gene-b3339	387724
gene-b3340	1114294
gene-b3341	107586
gene-b3342	81116
gene-b3343	525
gene-b3344	916
gene-b3345	1155
gene-b3346	4202
gene-b3347	11859
gene-b3348	295
gene-b3349	12528
gene-b4551	105
gene-b3350	534
gene-b3351	85
gene-b3352	2881
gene-b3353	2185
gene-b3354	394
gene-b3355	804
gene-b3356	792
gene-b3357	16324
gene-b3358	3926
gene-b3359	639
gene-b3360	659
gene-b3361	237
gene-b3362	161
gene-b3363	1814
gene-b3364	372
gene-b3365	165
gene-b3366	15
gene-b3367	66
gene-b3368	883
gene-b3369	13
gene-b3370	40
gene-b3371	90
gene-b4474	47
gene-b3374	134
gene-b3375	237
gene-b3376	96
gene-b3377	126
gene-b3378	27
gene-b3379	65
gene-b3380	61
gene-b3381	116
gene-b3382	319
gene-b3383	488
gene-b3384	8976
gene-b3385	2828
gene-b3386	4020
gene-b3387	2998
gene-b3388	6424
gene-b3389	6008
gene-b3390	5089
gene-b3391	54
gene-b3392	19
gene-b3393	56
gene-b3394	53
gene-b3395	70
gene-b3396	4211
gene-b3397	3578
gene-b3398	1979
gene-b3399	1012
gene-b3400	1749
gene-b3401	3539
gene-b3402	1422
gene-b3403	87355
gene-b3404	6112
gene-b3405	1614
gene-b3406	199
gene-b3407	3702
gene-b3408	1480
gene-b3409	6861
gene-b3410	515
gene-b3411	177
gene-b3412	403
gene-b3413	680
gene-b3414	4931
gene-b3415	491
gene-b3416	969
gene-b3417	640
gene-b3418	19599
gene-b4475	661
gene-b3421	340
gene-b3422	110
gene-b3424	1474
gene-b3425	617
gene-b3426	91458
gene-b3427	6400
gene-b3428	4037
gene-b3429	1309
gene-b3430	1574
gene-b3431	1205
gene-b3432	2161
gene-b3433	3322
gene-b3434	1247
gene-b4476	481
gene-b3437	137
gene-b3438	1262
gene-b3439	402
gene-b3440	766
gene-b4451	52
gene-b3441	45
gene-b3442	32
gene-b3444	10
gene-b3445	28
gene-b4612	3
gene-b3446	12
gene-b3447	74
gene-b3448	434
gene-b3449	663
gene-b3450	59
gene-b3451	78
gene-b3452	110
gene-b3453	191
gene-b3454	49
gene-b3455	45
gene-b3456	64
gene-b3457	45
gene-b3458	68
gene-b3459	157
gene-b3460	133
gene-b3461	14093
gene-b3462	4204
gene-b3463	4345
gene-b3464	5094
gene-b3465	373
gene-b3466	522
gene-b3467	552
gene-b3468	431
gene-b3469	34321
gene-b3470	1920
gene-b3471	11990
gene-b3472	15072
gene-b3473	2195
gene-b3474	119
gene-b3475	396
gene-b3476	29
gene-b3477	12
gene-b3478	15
gene-b3479	28
gene-b3480	83
gene-b3481	502
gene-b3482	41
gene-b3483	22
gene-b3484	74
gene-b3485	122
gene-b3486	1118
gene-b3487	880
gene-b3488	133
gene-b3491	155
gene-b3492	1008
gene-b3493	20625
gene-b3494	221
gene-b3495	6843
gene-b3496	3051
gene-b3497	899
gene-b3498	5610
gene-b3499	2969
gene-b3500	4457
gene-b4613	510
gene-b4712	92
gene-b4713	104
gene-b3501	36
gene-b3502	370
gene-b3503	59
gene-b3505	539
gene-b3506	362
gene-b3507	88
gene-b3508	207
gene-b3509	3312
gene-b3510	5680
gene-b3511	185
gene-b4704	288
gene-b3512	814
gene-b4718	125
gene-b3513	394
gene-b3514	758
gene-b3515	203
gene-b4452	153
gene-b3516	685
gene-b3517	199
gene-b3518	14
gene-b3519	343
gene-b3520	58
gene-b3521	121
gene-b3522	461
gene-b3523	51
gene-b3524	296
gene-b3525	112
gene-b3526	1682
gene-b3527	3862
gene-b3528	35110
gene-b3529	2434
gene-b3530	647
gene-b3531	60
gene-b3532	338
gene-b3533	211
gene-b3535	115
gene-b3536	421
gene-b3537	77
gene-b3538	288
gene-b4453	85
gene-b4454	28
gene-b3539	1338
gene-b3540	326
gene-b3541	89
gene-b3542	39
gene-b3543	54
gene-b3544	1076
gene-b3545	102
gene-b3546	3073
gene-b3547	20592
gene-b3548	85
gene-b3549	84
gene-b3550	203
gene-b3551	2507
gene-b3552	589
gene-b3553	2974
gene-b3554	4797
gene-b3555	89
gene-b3556	28453
gene-b4455	76
gene-b3557	91
gene-b3558	291
gene-b3559	45059
gene-b3560	8659
gene-b4553	20
gene-b3561	73
gene-b3562	15
gene-b3563	23
gene-b3564	395
gene-b3565	217
gene-b3566	191
gene-b3567	92
gene-b3568	102
gene-b3569	417
gene-b3570	6326
gene-b3571	315
gene-b3572	3266
gene-b3573	199
gene-b3574	464
gene-b3575	34
gene-b3576	16
gene-b3577	14
gene-b3578	22
gene-b3579	29
gene-b3580	43
gene-b3581	39
gene-b3582	39
gene-b3583	33
gene-b3584	56
gene-b3585	168
gene-b3586	88
gene-b3587	4
gene-b3588	304
gene-b3589	20
gene-b3590	2361
gene-b3591	1099
gene-b3592	130
gene-b3593	101
gene-b3594	479
gene-b3596	36
gene-b4615	31
gene-b3597	157
gene-b3598	84
gene-b3599	2128
gene-b3600	1541
gene-b3601	1929
gene-b4554	687
gene-b3602	273
gene-b3603	2393
gene-b3604	1418
gene-b3605	1276
gene-b3606	405
gene-b3607	1946
gene-b3608	17814
gene-b3609	31978
gene-b3610	13617
gene-b3611	16564
gene-b3612	4229
gene-b3613	1547
gene-b3614	1603
gene-b3615	395
gene-b3616	14090
gene-b3617	11555
gene-b3618	1623
gene-b3619	22091
gene-b3620	5250
gene-b3621	4377
gene-b3622	9175
gene-b3623	3268
gene-b3624	2589
gene-b3625	2677
gene-b3626	3589
gene-b3627	3896
gene-b3628	4568
gene-b3629	3755
gene-b3630	1452
gene-b3631	3732
gene-b3632	2045
gene-b3633	2109
gene-b3634	650
gene-b3635	769
gene-b3636	14134
gene-b3637	14146
gene-b3638	234
gene-b3639	6263
gene-b3640	2836
gene-b3641	1449
gene-b3642	539
gene-b3643	2190
gene-b3644	2921
gene-b3645	15872
gene-b3646	375
gene-b3647	220
gene-b3648	5712
gene-b3649	11709
gene-b3650	21283
gene-b3651	2506
gene-b3652	3127
gene-b3653	797
gene-b3654	126
gene-b3655	798
gene-b3656	232
gene-b3657	27
gene-b3658	45
gene-b3659	139
gene-b3660	344
gene-b3661	195
gene-b4555	21
gene-b3662	105
gene-b3663	230
gene-b3664	59
gene-b3665	505
gene-b3666	292
gene-b3667	279
gene-b3668	865
gene-b3669	399
gene-b3670	151
gene-b3671	254
gene-b3672	22
gene-b4616	12
gene-b4618	805
gene-b3673	4071
gene-b3674	1134
gene-b3675	234
gene-b3676	82
gene-b3677	129
gene-b3678	97
gene-b3679	35
gene-b3680	76
gene-b3681	70
gene-b3682	31
gene-b3683	26
gene-b3684	357
gene-b3685	1678
gene-b3686	313
gene-b3687	3303
gene-b3688	897
gene-b3689	1075
gene-b3690	43
gene-b3691	59
gene-b4478	189
gene-b4477	146
gene-b3693	435
gene-b4479	419
gene-b3696	283
gene-b3697	2565
gene-b3698	565
gene-b3699	21151
gene-b3700	4410
gene-b3701	4825
gene-b3702	9599
gene-b4757	5
gene-b3703	25972
gene-b3704	24941
gene-b4557	6275
gene-b3705	31402
gene-b3706	5826
gene-b3707	13456
gene-b3708	254006
gene-b3709	27594
gene-b3710	308
gene-b3711	407
gene-b3712	516
gene-b3713	672
gene-b3714	546
gene-b3715	210
gene-b3716	119
gene-b3717	166
gene-b3718	29
gene-b3719	71
gene-b3720	93
gene-b3721	37
gene-b3722	145
gene-b3723	550
gene-b3724	8485
gene-b3725	39639
gene-b3726	15884
gene-b3727	39206
gene-b3728	93762
gene-b3729	41526
gene-b3730	13893
gene-b3731	31136
gene-b3732	141748
gene-b3733	237713
gene-b3734	218037
gene-b3735	54297
gene-b3736	56547
gene-b3737	70287
gene-b3738	37626
gene-b3739	4788
gene-b3740	1082
gene-b3741	5040
gene-b3742	2100
gene-b3743	789
gene-b3744	5490
gene-b3745	1218
gene-b3746	2116
gene-b3747	2525
gene-b3748	17648
gene-b3749	49712
gene-b3750	27663
gene-b3751	59035
gene-b3752	10647
gene-b3753	4034
gene-b3754	1157
gene-b3755	883
gene-b3756	22024
gene-b3757	14522
gene-b3758	18704
gene-b3759	4008
gene-b3760	3066
gene-b3761	5532
gene-b4480	460
gene-b3764	8274
gene-b3765	4019
gene-b3766	65
gene-b4669	10
gene-b3769	29
gene-b3770	838
gene-b3771	982
gene-b3772	663
gene-b3773	930
gene-b3774	424
gene-b3775	687
gene-b3778	3247
gene-b3779	7689
gene-b3780	13160
gene-b3781	10472
gene-b3782	4897
gene-b3783	48768
gene-b3784	6513
gene-b3785	3460
gene-b3786	3995
gene-b3787	7266
gene-b3788	5963
gene-b3789	1553
gene-b3790	2410
gene-b3791	4594
gene-b3792	2139
gene-b4481	1991
gene-b3793	1033
gene-b3794	275
gene-b3795	503
gene-b3796	562
gene-b3797	2389
gene-b3798	2586
gene-b3799	1606
gene-b3800	628
gene-b3801	177
gene-b4456	331
gene-b3802	1628
gene-b3803	3337
gene-b3804	2454
gene-b3805	3262
gene-b3806	9355
gene-b3807	828
gene-b3808	399
gene-b4558	3214
gene-b3809	4981
gene-b3810	2944
gene-b3811	2309
gene-b3812	2649
gene-b3813	8319
gene-b4482	537
gene-b3816	8536
gene-b3817	316
gene-b3818	14
gene-b3819	292
gene-b3820	152
gene-b3821	1881
gene-b3822	2814
gene-b3823	411
gene-b3824	164
gene-b3825	2036
gene-b3826	3543
gene-b3827	296
gene-b3828	44
gene-b3829	131
gene-b3830	127
gene-b3831	6350
gene-b3832	5127
gene-b3833	7491
gene-b3834	5366
gene-b4707	1937
gene-b3835	11775
gene-b3836	8706
gene-b3838	4101
gene-b3839	3529
gene-b4483	1473
gene-b3842	662
gene-b3843	22742
gene-b3844	8332
gene-b3845	675
gene-b3846	2187
gene-b3847	1888
gene-b3848	597
gene-b3849	1977
gene-b3850	422
gene-b3851	6963
gene-b3852	23
gene-b3853	7
gene-b3854	15897
gene-b3855	2388
gene-b3856	177
gene-b3857	147
gene-b3858	875
gene-b3859	6624
gene-b3860	11559
gene-b3861	153
gene-b3862	453
gene-b3863	12152
gene-b3864	473
gene-b3865	2123
gene-b4457	1037
gene-b3866	683
gene-b3867	6041
gene-b4686	5801
gene-b3868	986
gene-b3869	708
gene-b3870	4711
gene-b3871	37491
gene-b3872	1128
gene-b3873	2171
gene-b3874	287
gene-b3875	8
gene-b3876	95
gene-b3877	68
gene-b3878	66
gene-b3879	31
gene-b3880	154
gene-b3881	146
gene-b3882	86
gene-b3883	135
gene-b3884	877
gene-b3885	1955
gene-b3886	1345
gene-b3887	1522
gene-b3888	2012
gene-b3889	41
gene-b3890	213
gene-b3891	10710
gene-b3892	16885
gene-b3893	45523
gene-b3894	88801
gene-b3895	294
gene-b3896	55
gene-b3897	82
gene-b3898	105
gene-b3899	59
gene-b3900	1
gene-b3901	14
gene-b3902	59
gene-b3903	25
gene-b3904	14
gene-b3905	161
gene-b3906	205
gene-b3907	168
gene-b3908	4584
gene-b3909	470
gene-b3910	604
gene-b3911	2814
gene-b3912	1620
gene-b4484	420
gene-b4716	93
gene-b3915	1587
gene-b3916	5395
gene-b3917	42
gene-b3918	332
gene-b3919	4113
gene-b3920	375
gene-b3921	148
gene-b3922	421
gene-b3923	855
gene-b3924	499
gene-b3925	5166
gene-b3926	71588
gene-b3927	65203
gene-b3928	3047
gene-b3929	1112
gene-b3930	1430
gene-b3931	7475
gene-b3932	1573
gene-b3933	2658
gene-b3934	7749
gene-b3935	885
gene-b3936	7009
gene-b3937	1475
gene-b3938	951
gene-b3939	469
gene-b3940	2195
gene-b3941	106
gene-b3942	6503
gene-b3943	509
gene-b3944	118
gene-b3945	310
gene-b3946	111
gene-b3947	424
gene-b3949	177
gene-b3950	188
gene-b3951	741
gene-b3952	51
gene-b3953	25
gene-b3954	142
gene-b3955	3100
gene-b3956	3664
gene-b3957	517
gene-b3958	121
gene-b3959	246
gene-b3960	692
gene-b4458	4
gene-b3961	2412
gene-b3962	20233
gene-b3963	6190
gene-b3964	6361
gene-b3965	5216
gene-b3966	8556
gene-b3967	3356
gene-b3968	4529
gene-b3969	7978
gene-b3970	3025
gene-b3971	177
gene-b3972	2522
gene-b3973	2415
gene-b3974	3250
gene-b3976	280
gene-b3977	763
gene-b3978	7021
gene-b3979	4193
gene-b3980	245650
gene-b3981	15832
gene-b3982	7089
gene-b3983	27894
gene-b3984	75958
gene-b3985	44694
gene-b3986	237566
gene-b3987	364427
gene-b3988	329319
gene-b3989	315
gene-b4691	81
gene-b3990	130
gene-b3991	67
gene-b4407	38
gene-b3992	138
gene-b3993	99
gene-b3994	376
gene-b3995	1282
gene-b3996	684
gene-b3997	2606
gene-b3998	2001
gene-b3999	4183
gene-b4000	10157
gene-b4001	1850
gene-b4002	100
gene-b4003	548
gene-b4004	863
gene-b4005	691
gene-b4006	501
gene-b4007	495
gene-b4008	19058
gene-b4009	2665
gene-b4010	228
gene-b4011	97
gene-b4012	82
gene-b4013	175
gene-b4014	40034
gene-b4015	24472
gene-b4016	11305
gene-b4017	279
gene-b4018	1078
gene-b4019	3449
gene-b4020	602
gene-b4021	1983
gene-b4022	1366
gene-b4023	212
gene-b4024	500
gene-b4025	24100
gene-b4026	8
gene-b4027	2
gene-b4028	15
gene-b4029	121
gene-b4620	40
gene-b4030	17
gene-b4031	79
gene-b4032	109
gene-b4033	254
gene-b4034	710
gene-b4035	141
gene-b4036	422
gene-b4037	197
gene-b4039	1730
gene-b4040	4785
gene-b4041	21106
gene-b4042	1123
gene-b4043	29426
gene-b4044	13595
gene-b4045	645
gene-b4046	1076
gene-b4047	11
gene-b4048	35
gene-b4049	2608
gene-b4050	63
gene-b4051	479
gene-b4052	10082
gene-b4053	3398
gene-b4054	1608
gene-b4621	23
gene-b4055	1026
gene-b4056	1222
gene-b4057	930
gene-b4058	17831
gene-b4059	2676
gene-b4060	183
gene-b4061	834
gene-b4062	1264
gene-b4063	291
gene-b4459	591
gene-b4064	251
gene-b4065	915
gene-b4066	70
gene-b4067	204
gene-b4068	66
gene-b4069	1091
gene-b4070	42
gene-b4071	7
gene-b4072	12
gene-b4073	16
gene-b4074	65
gene-b4075	24
gene-b4076	46
gene-b4077	1511
gene-b4078	235
gene-b4079	453
gene-b4080	42
gene-b4081	87
gene-b4082	59
gene-b4622	8
gene-b4083	23
gene-b4084	226
gene-b4085	244
gene-b4086	360
gene-b4087	1613
gene-b4088	1965
gene-b4089	4047
gene-b4090	471
gene-b4487	600
gene-b4092	497
gene-b4093	23
gene-b4094	15
gene-b4095	35
gene-b4096	121
gene-b4097	77
gene-b4098	13
gene-b4099	16
gene-b4100	9
gene-b4101	50
gene-b4102	33
gene-b4105	57
gene-b4106	12
gene-b4107	64
gene-b4108	15789
gene-b4109	147
gene-b4110	66
gene-b4111	1372
gene-b4703	361
gene-b4112	701
gene-b4113	676
gene-b4114	144
gene-b4115	59
gene-b4116	235
gene-b4117	1000
gene-b4118	1348
gene-b4119	217
gene-b4120	294
gene-b4121	85
gene-b4122	794
gene-b4123	124
gene-b4124	2136
gene-b4125	1388
gene-b4126	25
gene-b4127	110
gene-b4128	336
gene-b4559	118
gene-b4129	61625
gene-b4130	2245
gene-b4131	77177
gene-b4132	20525
gene-b4133	462
gene-b4134	78
gene-b4135	751
gene-b4136	3397
gene-b4137	698
gene-b4138	13945
gene-b4139	68637
gene-b4140	1327
gene-b4141	592
gene-b4142	49860
gene-b4143	203805
gene-b4144	630
gene-b4145	472
gene-b4146	3138
gene-b4147	16801
gene-b4410	874
gene-b4411	967
gene-b4148	124
gene-b4149	94
gene-b4150	297
gene-b4151	299
gene-b4152	665
gene-b4153	1691
gene-b4154	3414
gene-b4155	380
gene-b4156	1062
gene-b4157	342
gene-b4158	277
gene-b4159	2599
gene-b4160	2735
gene-b4161	6114
gene-b4162	1000
gene-b4163	153
gene-b4164	1741
gene-b4165	3028
gene-b4670	144
gene-b4166	1229
gene-b4167	1340
gene-b4168	500
gene-b4169	1092
gene-b4170	2932
gene-b4171	6610
gene-b4172	1680
gene-b4173	7094
gene-b4174	14156
gene-b4175	4844
gene-b4176	87
gene-b4177	20000
gene-b4178	2119
gene-b4179	6403
gene-b4180	2443
gene-b4181	16
gene-b4182	30
gene-b4183	16
gene-b4184	8
gene-b4185	18
gene-b4186	75
gene-b4187	488
gene-b4188	3889
gene-b4189	2594
gene-b4190	295
gene-b4191	517
gene-b4192	108
gene-b4193	176
gene-b4194	82
gene-b4195	174
gene-b4196	154
gene-b4197	341
gene-b4198	158
gene-b4199	17
gene-b4200	18000
gene-b4201	9947
gene-b4202	7005
gene-b4203	151150
gene-b4204	583
gene-b4206	272
gene-b4207	5005
gene-b4208	1843
gene-b4209	666
gene-b4210	231
gene-b4211	162
gene-b4212	129
gene-b4213	2131
gene-b4214	1207
gene-b4215	274
gene-b4216	1323
gene-b4217	333
gene-b4218	1767
gene-b4219	630
gene-b4220	2238
gene-b4221	3291
gene-b4222	352
gene-b4223	274
gene-b4224	1191
gene-b4225	865
gene-b4226	23166
gene-b4227	1110
gene-b4485	523
gene-b4230	170
gene-b4231	1978
gene-b4232	9854
gene-b4233	6009
gene-b4234	7015
gene-b4235	1576
gene-b4237	548
gene-b4238	1418
gene-b4239	21214
gene-b4240	36060
gene-b4241	416
gene-b4702	1131
gene-b4242	20176
gene-b4243	5968
gene-b4244	872
gene-b4245	1324
gene-b4246	56
gene-b4248	312
gene-b4249	87
gene-b4251	228
gene-b4252	1669
gene-b4253	421
gene-b4254	102
gene-b4255	1807
gene-b4256	84
gene-b4257	149
gene-b4258	20233
gene-b4259	1451
gene-b4260	16752
gene-b4261	2120
gene-b4262	3445
gene-b4263	682
gene-b4264	188
gene-b4265	133
gene-b4266	120
gene-b4267	97
gene-b4268	138
gene-b4269	154
gene-b4270	4
gene-b4272	13
gene-b4273	154
gene-b4277	11
gene-b4278	568
gene-b4279	36864
gene-b4280	49153
gene-b4655	551
gene-b4284	167
gene-b4287	1423
gene-b4288	1348
gene-b4289	1151
gene-b4290	1453
gene-b4291	3409
gene-b4292	1295
gene-b4293	1718
gene-b4294	216
gene-b4295	2287
gene-b4296	53
gene-b4297	458
gene-b4298	233
gene-b4299	181
gene-b4300	155
gene-b4301	62
gene-b4302	99
gene-b4624	234
gene-b4303	462
gene-b4304	235
gene-b4565	256
gene-b4305	1463
gene-b4306	455
gene-b4307	334
gene-b4566	456
gene-b4309	761
gene-b4310	4872
gene-b4311	3921
gene-b4312	500
gene-b4313	222
gene-b4314	6771
gene-b4315	1018
gene-b4316	799
gene-b4317	1462
gene-b4318	448
gene-b4319	309
gene-b4320	668
gene-b4321	9517
gene-b4322	7522
gene-b4323	11072
gene-b4324	1337
gene-b4325	117
gene-b4720	6
gene-b4721	41
gene-b4722	6
gene-b4326	74
gene-b4327	694
gene-b4328	525
gene-b4329	16
gene-b4330	22
gene-b4331	133
gene-b4332	166
gene-b4333	128
gene-b4715	49
gene-b4334	80
gene-b4335	272
gene-b4336	166
gene-b4337	57
gene-b4340	314
gene-b4341	3
gene-b4342	1091
gene-b4345	618
gene-b4346	1693
gene-b4347	122
gene-b4625	87
gene-b4348	3090
gene-b4349	2592
gene-b4350	6386
gene-b4351	572
gene-b4352	1957
gene-b4353	333
gene-b4354	16760
gene-b4355	665
gene-b4356	643
gene-b4357	1038
gene-b4358	138
gene-b4359	6298
gene-b4360	584
gene-b4361	1754
gene-b4362	2202
gene-b4363	94
gene-b4364	202
gene-b4365	56
gene-b4366	618
gene-b4367	3790
gene-b4567	2100
gene-b4368	4372
gene-b4369	4230
gene-b4370	2002
gene-b4371	1852
gene-b4372	983
gene-b4373	1683
gene-b4374	2505
gene-b4375	19625
gene-b4376	944
gene-b4568	93
gene-b4377	1177
gene-b4378	851
gene-b4379	585
gene-b4380	419
gene-b4381	8648
gene-b4382	13028
gene-b4383	11611
gene-b4384	9110
gene-b4385	220
gene-b4386	649
gene-b4387	355
gene-b4388	1473
gene-b4389	3852
gene-b4390	2346
gene-b4391	7581
gene-b4392	4319
gene-b4393	1807
gene-b4394	1351
gene-b4395	5276
gene-b4396	5381
gene-b4397	1257
gene-b4398	609
gene-b4399	419
gene-b4400	104
gene-b4401	12555
gene-b4402	323
gene-b4403	486
