Geneid	1714__30min_MOXI_N=2_library-read-1.fastq.gz
gene-b2958	1708
gene-b2959	9969
gene-b2960	7937
gene-b2961	770
gene-b2962	278
gene-b2963	219
gene-b2964	3389
gene-b2965	470
gene-b2966	541
gene-b2967	23
gene-b2968	504
gene-b2971	1
gene-b2972	120
gene-b4466	3371
gene-b2975	1294
gene-b2976	2528
gene-b2977	967
gene-b4467	941
gene-b4468	287
gene-b2979	576
gene-b2980	2951
gene-b2981	280
gene-b2982	59
gene-b2983	242
gene-b2984	28
gene-b2985	2
gene-b2986	10
gene-b2987	241
gene-b2988	2739
gene-b2989	2195
gene-b2990	151
gene-b2991	137
gene-b2992	509
gene-b2993	999
gene-b2994	1192
gene-b2995	151
gene-b2996	154
gene-b2997	380
gene-b2998	88
gene-b4755	2408
gene-b3001	5990
gene-b3002	1516
gene-b3003	5192
gene-b3005	4400
gene-b3006	8885
gene-b3008	377
gene-b3009	3478
gene-b3010	1631
gene-b3011	2814
gene-b3012	26671
gene-b3013	182
gene-b3014	31
gene-b4469	513
gene-b3017	1322
gene-b3018	500
gene-b3019	1916
gene-b3020	1550
gene-b3021	20135
gene-b3022	6691
gene-b3023	1879
gene-b3024	85364
gene-b3025	138
gene-b3026	966
gene-b3027	14
gene-b3028	1676
gene-b3029	8541
gene-b3030	3315
gene-b3031	1756
gene-b3032	5770
gene-b3033	2170
gene-b3034	2010
gene-b3035	4077
gene-b3036	1396
gene-b3037	3098
gene-b3038	1373
gene-b3039	658
gene-b3040	5661
gene-b4756	218
gene-b3041	23291
gene-b3042	1255
gene-b3043	3
gene-b3044	5
gene-b3045	14
gene-b3047	24
gene-b3048	632
gene-b3049	12034
gene-b3050	99
gene-b3051	286
gene-b4447	331
gene-b4664	214
gene-b4611	118
gene-b4666	91
gene-b3052	1938
gene-b3053	2413
gene-b3054	2252
gene-b3055	3866
gene-b3056	9093
gene-b3057	1020
gene-b3058	288
gene-b3059	1351
gene-b3060	346
gene-b3061	80
gene-b3062	19
gene-b3063	65
gene-b3064	976
gene-b3065	4065
gene-b3066	7392
gene-b3067	112093
gene-b3068	3747
gene-b3069	64
gene-b3070	476
gene-b3071	1516
gene-b3072	395
gene-b3073	46129
gene-b3074	493
gene-b3075	61
gene-b3076	252
gene-b3077	58
gene-b3078	143
gene-b3079	59
gene-b3080	96
gene-b3081	1172
gene-b3082	564
gene-b3083	153
gene-b3084	41
gene-b3085	157
gene-b3086	51
gene-b3087	3684
gene-b3088	187
gene-b3089	18018
gene-b3090	402
gene-b3091	3234
gene-b3092	6415
gene-b3093	5664
gene-b3094	10153
gene-b3095	4989
gene-b3096	1700
gene-b3097	24604
gene-b3098	24586
gene-b3099	31565
gene-b3100	20598
gene-b3101	383
gene-b3102	7894
gene-b3103	10411
gene-b3104	375
gene-b3105	725
gene-b3106	256
gene-b3107	65
gene-b4470	152
gene-b3110	208
gene-b4471	731
gene-b3113	395
gene-b3114	1491
gene-b3115	580
gene-b3116	1113
gene-b3117	724
gene-b3118	154
gene-b3119	0
gene-b3120	32
gene-b3121	40
gene-b3123	13062
gene-b3124	1028
gene-b3125	355
gene-b3126	74
gene-b3127	352
gene-b3128	615
gene-b3129	1510
gene-b3130	2865
gene-b3131	1156
gene-b3132	220
gene-b3133	146
gene-b3136	64
gene-b3137	14
gene-b3138	1
gene-b3139	28
gene-b3140	406
gene-b3141	118
gene-b3142	68
gene-b3143	160
gene-b3144	3866
gene-b3145	342
gene-b3146	422
gene-b3147	2307
gene-b3148	291
gene-b3149	533
gene-b3150	734
gene-b3151	903
gene-b3152	3489
gene-b3153	568
gene-b3154	331
gene-b3155	716
gene-b3156	5300
gene-b3157	5025
gene-b3158	8
gene-b3159	134
gene-b3160	1359
gene-b3161	583
gene-b3162	24854
gene-b4685	885
gene-b3163	14749
gene-b3164	4831
gene-b4449	265
gene-b3165	3416
gene-b3166	701
gene-b3167	610
gene-b3168	9476
gene-b3169	5817
gene-b3170	1035
gene-b3171	131
gene-b3172	1303
gene-b3173	243
gene-b3174	1184
gene-b3175	2031
gene-b3176	1859
gene-b3177	814
gene-b3178	117680
gene-b3179	34916
gene-b3180	2016
gene-b3181	2789
gene-b3182	315
gene-b3183	39590
gene-b3184	5769
gene-b3185	6957
gene-b3186	13283
gene-b3187	1416
gene-b3188	57
gene-b3189	1201
gene-b3190	168
gene-b3191	2755
gene-b3192	9078
gene-b3193	1734
gene-b3194	1795
gene-b3195	1415
gene-b3196	999
gene-b3197	1496
gene-b3198	5077
gene-b3199	8122
gene-b3200	4498
gene-b3201	6537
gene-b3202	7151
gene-b3203	1624
gene-b3204	1635
gene-b3205	1295
gene-b3206	480
gene-b3207	35397
gene-b3208	10716
gene-b3209	1111
gene-b4450	537
gene-b3210	4893
gene-b3211	41
gene-b3212	1538
gene-b3213	703
gene-b3214	24
gene-b3215	60
gene-b3216	362
gene-b3218	90
gene-b3219	365
gene-b3220	716
gene-b3221	850
gene-b3222	2017
gene-b3223	1852
gene-b3224	5910
gene-b3225	7462
gene-b3226	666
gene-b3227	172
gene-b3228	5850
gene-b3229	13138
gene-b3230	10885
gene-b3231	9938
gene-b3232	381
gene-b3233	20103
gene-b3234	3777
gene-b3235	1064
gene-b3236	13938
gene-b3237	3772
gene-b3238	468
gene-b3239	1779
gene-b3240	245
gene-b3241	325
gene-b3242	307
gene-b3243	836
gene-b3244	5282
gene-b4472	3062
gene-b3247	1831
gene-b3248	3149
gene-b3249	903
gene-b3250	789
gene-b3251	5408
gene-b3252	1483
gene-b3253	5633
gene-b3255	592
gene-b3256	1965
gene-b3257	1
gene-b3258	1605
gene-b3259	2788
gene-b3260	1654
gene-b3261	787
gene-b3262	68
gene-b3263	8
gene-b3264	17
gene-b3265	16
gene-b3266	340
gene-b3267	113
gene-b3269	243
gene-b3270	408
gene-b3271	218
gene-b3272	603
gene-b3273	48
gene-b3274	83
gene-b3275	84439
gene-b3276	21
gene-b3277	0
gene-b3278	110067
gene-b3279	1467
gene-b3280	1273
gene-b3281	3663
gene-b3282	792
gene-b3283	4466
gene-b3284	16305
gene-b4473	6082
gene-b3287	17010
gene-b3288	17296
gene-b3289	2422
gene-b3290	2653
gene-b3291	36048
gene-b4550	9652
gene-b3292	3752
gene-b3293	5026
gene-b3294	11066
gene-b3295	33393
gene-b3296	24142
gene-b3297	20161
gene-b3298	17293
gene-b3299	4424
gene-b3300	135394
gene-b3301	45074
gene-b3302	21050
gene-b3303	20378
gene-b3304	33711
gene-b3305	32460
gene-b3306	16961
gene-b3307	19797
gene-b3308	41960
gene-b3309	63783
gene-b3310	52460
gene-b3311	6255
gene-b3312	4237
gene-b3313	5253
gene-b3314	8507
gene-b3315	3422
gene-b3316	1473
gene-b3317	4305
gene-b3318	2563
gene-b3319	3280
gene-b3320	4853
gene-b3321	2662
gene-b3322	139
gene-b3323	181
gene-b3324	98
gene-b3325	151
gene-b3326	29
gene-b3327	371
gene-b3328	70
gene-b3329	18
gene-b3330	17
gene-b3331	40
gene-b3332	114
gene-b3333	272
gene-b3334	205
gene-b3335	656
gene-b3336	5190
gene-b3337	1115
gene-b3338	1272
gene-b3339	61972
gene-b3340	158659
gene-b3341	33949
gene-b3342	15567
gene-b3343	911
gene-b3344	298
gene-b3345	1100
gene-b3346	1909
gene-b3347	36996
gene-b3348	304
gene-b3349	13550
gene-b4551	638
gene-b3350	2293
gene-b3351	819
gene-b3352	915
gene-b3353	637
gene-b3354	654
gene-b3355	990
gene-b3356	1576
gene-b3357	5646
gene-b3358	498
gene-b3359	285
gene-b3360	1747
gene-b3361	8605
gene-b3362	2848
gene-b3363	1482
gene-b3364	263
gene-b3365	444
gene-b3366	64
gene-b3367	543
gene-b3368	2161
gene-b3369	0
gene-b3370	40
gene-b3371	245
gene-b4474	247
gene-b3374	408
gene-b3375	524
gene-b3376	270
gene-b3377	110
gene-b3378	11
gene-b3379	114
gene-b3380	61
gene-b3381	115
gene-b3382	405
gene-b3383	826
gene-b3384	3374
gene-b3385	350
gene-b3386	680
gene-b3387	646
gene-b3388	11220
gene-b3389	5904
gene-b3390	5037
gene-b3391	84
gene-b3392	0
gene-b3393	0
gene-b3394	36
gene-b3395	190
gene-b3396	691
gene-b3397	921
gene-b3398	1190
gene-b3399	5779
gene-b3400	11899
gene-b3401	16184
gene-b3402	1566
gene-b3403	9127
gene-b3404	2772
gene-b3405	5983
gene-b3406	215
gene-b3407	1072
gene-b3408	226
gene-b3409	2597
gene-b3410	219
gene-b3411	196
gene-b3412	175
gene-b3413	623
gene-b3414	17631
gene-b3415	1135
gene-b3416	1820
gene-b3417	2683
gene-b3418	4269
gene-b4475	2746
gene-b3421	3214
gene-b3422	388
gene-b3424	605
gene-b3425	211
gene-b3426	461290
gene-b3427	6449
gene-b3428	8100
gene-b3429	4547
gene-b3430	6301
gene-b3431	2692
gene-b3432	4312
gene-b3433	6478
gene-b3434	294
gene-b4476	345
gene-b3437	243
gene-b3438	1595
gene-b3439	1446
gene-b3440	2143
gene-b4451	29
gene-b3441	32
gene-b3442	1
gene-b3444	17
gene-b3445	5
gene-b4612	4
gene-b3446	317
gene-b3447	852
gene-b3448	42362
gene-b3449	12029
gene-b3450	924
gene-b3451	231
gene-b3452	55
gene-b3453	4425
gene-b3454	76
gene-b3455	126
gene-b3456	111
gene-b3457	142
gene-b3458	242
gene-b3459	111
gene-b3460	519
gene-b3461	39797
gene-b3462	8736
gene-b3463	5564
gene-b3464	5387
gene-b3465	855
gene-b3466	195
gene-b3467	146
gene-b3468	1075
gene-b3469	1224
gene-b3470	397
gene-b3471	746
gene-b3472	2687
gene-b3473	547
gene-b3474	3563
gene-b3475	927
gene-b3476	25
gene-b3477	51
gene-b3478	1
gene-b3479	81
gene-b3480	139
gene-b3481	462
gene-b3482	108
gene-b3483	4
gene-b3484	10
gene-b3485	402
gene-b3486	1196
gene-b3487	2771
gene-b3488	269
gene-b3491	3632
gene-b3492	857
gene-b3493	6840
gene-b3494	16344
gene-b3495	15289
gene-b3496	8391
gene-b3497	4934
gene-b3498	14994
gene-b3499	1807
gene-b3500	2999
gene-b4613	549
gene-b4712	8
gene-b4713	96
gene-b3501	136
gene-b3502	578
gene-b3503	276
gene-b3505	271
gene-b3506	10964
gene-b3507	450
gene-b3508	573
gene-b3509	40295
gene-b3510	41252
gene-b3511	21216
gene-b4704	526
gene-b3512	7810
gene-b4718	5647
gene-b3513	739
gene-b3514	741
gene-b3515	840
gene-b4452	928
gene-b3516	7786
gene-b3517	18457
gene-b3518	1050
gene-b3519	7264
gene-b3520	303
gene-b3521	143
gene-b3522	6396
gene-b3523	574
gene-b3524	18316
gene-b3525	90
gene-b3526	427
gene-b3527	2984
gene-b3528	9612
gene-b3529	1277
gene-b3530	3526
gene-b3531	22
gene-b3532	129
gene-b3533	123
gene-b3535	918
gene-b3536	1626
gene-b3537	171
gene-b3538	1010
gene-b4453	132
gene-b4454	56
gene-b3539	166
gene-b3540	194
gene-b3541	169
gene-b3542	94
gene-b3543	81
gene-b3544	2053
gene-b3545	48
gene-b3546	440
gene-b3547	203
gene-b3548	4148
gene-b3549	793
gene-b3550	497
gene-b3551	1435
gene-b3552	171
gene-b3553	440
gene-b3554	6633
gene-b3555	23687
gene-b3556	408
gene-b4455	1
gene-b3557	0
gene-b3558	82
gene-b3559	10975
gene-b3560	7073
gene-b4553	92
gene-b3561	353
gene-b3562	102
gene-b3563	1
gene-b3564	6402
gene-b3565	3932
gene-b3566	188
gene-b3567	58
gene-b3568	438
gene-b3569	247
gene-b3570	3192
gene-b3571	569
gene-b3572	1678
gene-b3573	120
gene-b3574	642
gene-b3575	83
gene-b3576	15
gene-b3577	1
gene-b3578	60
gene-b3579	101
gene-b3580	52
gene-b3581	22
gene-b3582	167
gene-b3583	467
gene-b3584	277
gene-b3585	438
gene-b3586	266
gene-b3587	2
gene-b3588	7485
gene-b3589	87
gene-b3590	1211
gene-b3591	902
gene-b3592	2963
gene-b3593	394
gene-b3594	856
gene-b3596	2
gene-b4615	14
gene-b3597	1579
gene-b3598	793
gene-b3599	8251
gene-b3600	8576
gene-b3601	22451
gene-b4554	21124
gene-b3602	601
gene-b3603	3195
gene-b3604	929
gene-b3605	970
gene-b3606	247
gene-b3607	3087
gene-b3608	47155
gene-b3609	53907
gene-b3610	2054
gene-b3611	841
gene-b3612	4014
gene-b3613	360
gene-b3614	206
gene-b3615	48
gene-b3616	4602
gene-b3617	3882
gene-b3618	141
gene-b3619	16609
gene-b3620	3346
gene-b3621	370
gene-b3622	375
gene-b3623	360
gene-b3624	118
gene-b3625	191
gene-b3626	318
gene-b3627	488
gene-b3628	528
gene-b3629	479
gene-b3630	609
gene-b3631	1645
gene-b3632	1952
gene-b3633	1007
gene-b3634	1065
gene-b3635	1045
gene-b3636	3668
gene-b3637	5762
gene-b3638	428
gene-b3639	1788
gene-b3640	628
gene-b3641	221
gene-b3642	36
gene-b3643	1179
gene-b3644	1839
gene-b3645	545
gene-b3646	36
gene-b3647	229
gene-b3648	6177
gene-b3649	7558
gene-b3650	3478
gene-b3651	84
gene-b3652	310
gene-b3653	3560
gene-b3654	159
gene-b3655	1979
gene-b3656	416
gene-b3657	65
gene-b3658	13
gene-b3659	27
gene-b3660	597
gene-b3661	889
gene-b4555	97
gene-b3662	138
gene-b3663	346
gene-b3664	271
gene-b3665	473
gene-b3666	255
gene-b3667	142
gene-b3668	119
gene-b3669	568
gene-b3670	758
gene-b3671	3476
gene-b3672	168
gene-b4616	15
gene-b4618	4549
gene-b3673	521
gene-b3674	497
gene-b3675	463
gene-b3676	863
gene-b3677	60
gene-b3678	140
gene-b3679	152
gene-b3680	103
gene-b3681	88
gene-b3682	0
gene-b3683	42
gene-b3684	136
gene-b3685	1124
gene-b3686	3107
gene-b3687	11247
gene-b3688	2169
gene-b3689	621
gene-b3690	81
gene-b3691	155
gene-b4478	157
gene-b4477	116
gene-b3693	366
gene-b4479	533
gene-b3696	556
gene-b3697	1089
gene-b3698	958
gene-b3699	15289
gene-b3700	743
gene-b3701	3013
gene-b3702	6804
gene-b4757	125
gene-b3703	6987
gene-b3704	3384
gene-b4557	83
gene-b3705	1471
gene-b3706	4959
gene-b3707	869
gene-b3708	26183
gene-b3709	3672
gene-b3710	106
gene-b3711	447
gene-b3712	831
gene-b3713	1009
gene-b3714	725
gene-b3715	131
gene-b3716	38
gene-b3717	83
gene-b3718	77
gene-b3719	18
gene-b3720	24
gene-b3721	46
gene-b3722	99
gene-b3723	26
gene-b3724	1622
gene-b3725	3196
gene-b3726	2057
gene-b3727	3567
gene-b3728	8357
gene-b3729	9375
gene-b3730	7093
gene-b3731	4099
gene-b3732	8223
gene-b3733	4670
gene-b3734	6084
gene-b3735	1992
gene-b3736	2058
gene-b3737	3693
gene-b3738	3309
gene-b3739	1187
gene-b3740	278
gene-b3741	2100
gene-b3742	564
gene-b3743	82
gene-b3744	334
gene-b3745	403
gene-b3746	1026
gene-b3747	1198
gene-b3748	9529
gene-b3749	4905
gene-b3750	2578
gene-b3751	4029
gene-b3752	334
gene-b3753	211
gene-b3754	341
gene-b3755	719
gene-b3756	411931
gene-b3757	238
gene-b3758	576487
gene-b3759	1541
gene-b3760	1000
gene-b3761	1519
gene-b4480	490
gene-b3764	3428
gene-b3765	1036
gene-b3766	28
gene-b4669	94
gene-b3769	12
gene-b3770	222
gene-b3771	760
gene-b3772	753
gene-b3773	1743
gene-b3774	659
gene-b3775	234
gene-b3778	1420
gene-b3779	1220
gene-b3780	9917
gene-b3781	13682
gene-b3782	2452
gene-b3783	14488
gene-b3784	1159
gene-b3785	1316
gene-b3786	343
gene-b3787	446
gene-b3788	682
gene-b3789	645
gene-b3790	285
gene-b3791	872
gene-b3792	1169
gene-b4481	1327
gene-b3793	689
gene-b3794	668
gene-b3795	3672
gene-b3796	3494
gene-b3797	6247
gene-b3798	2678
gene-b3799	595
gene-b3800	107
gene-b3801	389
gene-b4456	254
gene-b3802	1303
gene-b3803	1675
gene-b3804	2559
gene-b3805	6976
gene-b3806	19322
gene-b3807	328
gene-b3808	229
gene-b4558	726
gene-b3809	1511
gene-b3810	636
gene-b3811	260
gene-b3812	148
gene-b3813	3581
gene-b4482	49
gene-b3816	7052
gene-b3817	33
gene-b3818	0
gene-b3819	201
gene-b3820	2364
gene-b3821	318
gene-b3822	156
gene-b3823	340
gene-b3824	368
gene-b3825	2087
gene-b3826	606
gene-b3827	362
gene-b3828	80
gene-b3829	1458
gene-b3830	4051
gene-b3831	5424
gene-b3832	1284
gene-b3833	1912
gene-b3834	774
gene-b4707	182
gene-b3835	939
gene-b3836	1507
gene-b3838	1910
gene-b3839	318
gene-b4483	276
gene-b3842	161
gene-b3843	6188
gene-b3844	3896
gene-b3845	2939
gene-b3846	3142
gene-b3847	3134
gene-b3848	908
gene-b3849	2513
gene-b3850	803
gene-b3851	141848
gene-b3852	0
gene-b3853	3
gene-b3854	345084
gene-b3855	780
gene-b3856	297
gene-b3857	157
gene-b3858	690
gene-b3859	1002
gene-b3860	5295
gene-b3861	22
gene-b3862	21
gene-b3863	3540
gene-b3864	230
gene-b3865	2052
gene-b4457	7791
gene-b3866	4802
gene-b3867	2488
gene-b4686	1796
gene-b3868	1407
gene-b3869	657
gene-b3870	174
gene-b3871	14207
gene-b3872	252
gene-b3873	420
gene-b3874	97
gene-b3875	56
gene-b3876	807
gene-b3877	66
gene-b3878	112
gene-b3879	113
gene-b3880	94
gene-b3881	170
gene-b3882	72
gene-b3883	1104
gene-b3884	683
gene-b3885	1012
gene-b3886	4441
gene-b3887	5238
gene-b3888	2348
gene-b3889	4
gene-b3890	136
gene-b3891	1128
gene-b3892	1320
gene-b3893	3140
gene-b3894	15582
gene-b3895	2104
gene-b3896	101
gene-b3897	14
gene-b3898	59
gene-b3899	31
gene-b3900	4
gene-b3901	0
gene-b3902	6
gene-b3903	2
gene-b3904	16
gene-b3905	177
gene-b3906	82
gene-b3907	387
gene-b3908	16298
gene-b3909	79
gene-b3910	3394
gene-b3911	2010
gene-b3912	2398
gene-b4484	3276
gene-b4716	459
gene-b3915	1658
gene-b3916	17428
gene-b3917	148
gene-b3918	49
gene-b3919	9574
gene-b3920	237
gene-b3921	664
gene-b3922	2869
gene-b3923	5936
gene-b3924	1107
gene-b3925	2510
gene-b3926	58465
gene-b3927	41738
gene-b3928	2614
gene-b3929	10715
gene-b3930	451
gene-b3931	39524
gene-b3932	37988
gene-b3933	1889
gene-b3934	558
gene-b3935	937
gene-b3936	5169
gene-b3937	177
gene-b3938	1949
gene-b3939	700
gene-b3940	1353
gene-b3941	246
gene-b3942	13294
gene-b3943	184
gene-b3944	48
gene-b3945	713
gene-b3946	134
gene-b3947	217
gene-b3949	53
gene-b3950	108
gene-b3951	398
gene-b3952	145
gene-b3953	117
gene-b3954	340
gene-b3955	665
gene-b3956	4136
gene-b3957	1345
gene-b3958	45
gene-b3959	839
gene-b3960	3739
gene-b4458	0
gene-b3961	1130
gene-b3962	10316
gene-b3963	3187
gene-b3964	4863
gene-b3965	12943
gene-b3966	881
gene-b3967	879
gene-b3968	1637
gene-b3969	247
gene-b3970	938
gene-b3971	54
gene-b3972	1320
gene-b3973	1120
gene-b3974	298
gene-b3976	72
gene-b3977	171
gene-b3978	358
gene-b3979	290
gene-b3980	6688
gene-b3981	14262
gene-b3982	10357
gene-b3983	20239
gene-b3984	64090
gene-b3985	52814
gene-b3986	78742
gene-b3987	144953
gene-b3988	105522
gene-b3989	77
gene-b4691	89
gene-b3990	2274
gene-b3991	1477
gene-b4407	1141
gene-b3992	2522
gene-b3993	1640
gene-b3994	7925
gene-b3995	5108
gene-b3996	1365
gene-b3997	1007
gene-b3998	452
gene-b3999	661
gene-b4000	2101
gene-b4001	732
gene-b4002	1198
gene-b4003	211
gene-b4004	886
gene-b4005	306
gene-b4006	111
gene-b4007	1853
gene-b4008	134
gene-b4009	1420
gene-b4010	15
gene-b4011	350
gene-b4012	922
gene-b4013	94
gene-b4014	49711
gene-b4015	35485
gene-b4016	19776
gene-b4017	28
gene-b4018	711
gene-b4019	1872
gene-b4020	1264
gene-b4021	255
gene-b4022	1010
gene-b4023	1420
gene-b4024	331
gene-b4025	12422
gene-b4026	196
gene-b4027	0
gene-b4028	15
gene-b4029	826
gene-b4620	175
gene-b4030	134
gene-b4031	641
gene-b4032	182
gene-b4033	131
gene-b4034	100
gene-b4035	31
gene-b4036	338
gene-b4037	382
gene-b4039	1516
gene-b4040	3157
gene-b4041	10473
gene-b4042	512
gene-b4043	21878
gene-b4044	3801
gene-b4045	4199
gene-b4046	960
gene-b4047	2
gene-b4048	0
gene-b4049	398
gene-b4050	928
gene-b4051	5433
gene-b4052	1184
gene-b4053	344
gene-b4054	269
gene-b4621	3
gene-b4055	141
gene-b4056	4099
gene-b4057	3699
gene-b4058	23460
gene-b4059	7410
gene-b4060	192
gene-b4061	2860
gene-b4062	3210
gene-b4063	2954
gene-b4459	1384
gene-b4064	106
gene-b4065	1239
gene-b4066	3
gene-b4067	2892
gene-b4068	665
gene-b4069	20295
gene-b4070	78
gene-b4071	63
gene-b4072	79
gene-b4073	142
gene-b4074	92
gene-b4075	3
gene-b4076	62
gene-b4077	602
gene-b4078	1429
gene-b4079	1962
gene-b4080	31
gene-b4081	209
gene-b4082	64
gene-b4622	0
gene-b4083	19
gene-b4084	586
gene-b4085	216
gene-b4086	167
gene-b4087	147
gene-b4088	173
gene-b4089	382
gene-b4090	299
gene-b4487	776
gene-b4092	863
gene-b4093	486
gene-b4094	162
gene-b4095	106
gene-b4096	177
gene-b4097	43
gene-b4098	45
gene-b4099	1
gene-b4100	4
gene-b4101	0
gene-b4102	42
gene-b4105	15
gene-b4106	35
gene-b4107	13181
gene-b4108	2549
gene-b4109	44
gene-b4110	89
gene-b4111	1489
gene-b4703	113
gene-b4112	460
gene-b4113	1204
gene-b4114	522
gene-b4115	299
gene-b4116	236
gene-b4117	228
gene-b4118	1089
gene-b4119	1155
gene-b4120	609
gene-b4121	168
gene-b4122	168
gene-b4123	81
gene-b4124	176
gene-b4125	152
gene-b4126	527
gene-b4127	1197
gene-b4128	89
gene-b4559	20
gene-b4129	1807
gene-b4130	269
gene-b4131	495
gene-b4132	59
gene-b4133	321
gene-b4134	333
gene-b4135	6831
gene-b4136	546
gene-b4137	200
gene-b4138	4603
gene-b4139	12972
gene-b4140	32417
gene-b4141	2852
gene-b4142	30336
gene-b4143	191851
gene-b4144	554
gene-b4145	221
gene-b4146	713
gene-b4147	1623
gene-b4410	60
gene-b4411	1815
gene-b4148	2557
gene-b4149	4111
gene-b4150	50
gene-b4151	2335
gene-b4152	2475
gene-b4153	3233
gene-b4154	10937
gene-b4155	1035
gene-b4156	233
gene-b4157	6
gene-b4158	110
gene-b4159	489
gene-b4160	1130
gene-b4161	2078
gene-b4162	462
gene-b4163	153
gene-b4164	282
gene-b4165	348
gene-b4670	46
gene-b4166	5707
gene-b4167	13354
gene-b4168	1593
gene-b4169	1965
gene-b4170	1639
gene-b4171	43432
gene-b4172	15254
gene-b4173	8880
gene-b4174	10447
gene-b4175	3488
gene-b4176	1
gene-b4177	38929
gene-b4178	1451
gene-b4179	14232
gene-b4180	1264
gene-b4181	1
gene-b4182	4
gene-b4183	34
gene-b4184	17
gene-b4185	24
gene-b4186	66
gene-b4187	33681
gene-b4188	13937
gene-b4189	2378
gene-b4190	542
gene-b4191	532
gene-b4192	822
gene-b4193	167
gene-b4194	44
gene-b4195	49
gene-b4196	222
gene-b4197	144
gene-b4198	262
gene-b4199	6778
gene-b4200	5444
gene-b4201	2505
gene-b4202	1843
gene-b4203	3345
gene-b4204	18
gene-b4206	3293
gene-b4207	457
gene-b4208	8878
gene-b4209	571
gene-b4210	583
gene-b4211	144
gene-b4212	1635
gene-b4213	933
gene-b4214	41500
gene-b4215	251
gene-b4216	742
gene-b4217	4669
gene-b4218	1622
gene-b4219	1998
gene-b4220	392
gene-b4221	1157
gene-b4222	359
gene-b4223	263
gene-b4224	5210
gene-b4225	3928
gene-b4226	4533
gene-b4227	9331
gene-b4485	3636
gene-b4230	1503
gene-b4231	1508
gene-b4232	2388
gene-b4233	2226
gene-b4234	11604
gene-b4235	5389
gene-b4237	10364
gene-b4238	221845
gene-b4239	354
gene-b4240	624
gene-b4241	655
gene-b4702	218
gene-b4242	1561
gene-b4243	743
gene-b4244	58
gene-b4245	51
gene-b4246	69
gene-b4248	612
gene-b4249	78
gene-b4251	298
gene-b4252	897
gene-b4253	44
gene-b4254	53
gene-b4255	8069
gene-b4256	483
gene-b4257	46
gene-b4258	8568
gene-b4259	836
gene-b4260	8055
gene-b4261	6765
gene-b4262	4112
gene-b4263	7708
gene-b4264	244
gene-b4265	431
gene-b4266	92
gene-b4267	110
gene-b4268	528
gene-b4269	5541
gene-b4270	35
gene-b4272	29
gene-b4273	313
gene-b4277	1
gene-b4278	2367
gene-b4279	1808
gene-b4280	2993
gene-b4655	51
gene-b4284	27
gene-b4287	132
gene-b4288	85
gene-b4289	58
gene-b4290	309
gene-b4291	525
gene-b4292	1132
gene-b4293	1183
gene-b4294	551
gene-b4295	2131
gene-b4296	169
gene-b4297	345
gene-b4298	254
gene-b4299	109
gene-b4300	448
gene-b4301	622
gene-b4302	214
gene-b4624	131
gene-b4303	1065
gene-b4304	1385
gene-b4565	428
gene-b4305	1179
gene-b4306	45
gene-b4307	58
gene-b4566	63
gene-b4309	302
gene-b4310	2251
gene-b4311	767
gene-b4312	50
gene-b4313	68
gene-b4314	907
gene-b4315	125
gene-b4316	30
gene-b4317	186
gene-b4318	92
gene-b4319	14
gene-b4320	315
gene-b4321	450
gene-b4322	2388
gene-b4323	2634
gene-b4324	4919
gene-b4325	0
gene-b4720	0
gene-b4721	21
gene-b4722	100
gene-b4326	340
gene-b4327	243
gene-b4328	209
gene-b4329	58
gene-b4330	66
gene-b4331	47
gene-b4332	121
gene-b4333	11
gene-b4715	76
gene-b4334	55
gene-b4335	705
gene-b4336	1048
gene-b4337	99
gene-b4340	1089
gene-b4341	56
gene-b4342	338
gene-b4345	77
gene-b4346	331
gene-b4347	166
gene-b4625	30
gene-b4348	94
gene-b4349	912
gene-b4350	1780
gene-b4351	908
gene-b4352	441
gene-b4353	111
gene-b4354	934
gene-b4355	720
gene-b4356	618
gene-b4357	255
gene-b4358	36
gene-b4359	3541
gene-b4360	248
gene-b4361	1158
gene-b4362	1520
gene-b4363	81
gene-b4364	92
gene-b4365	6
gene-b4366	1074
gene-b4367	17598
gene-b4567	17009
gene-b4368	7431
gene-b4369	1290
gene-b4370	371
gene-b4371	1084
gene-b4372	904
gene-b4373	1316
gene-b4374	2509
gene-b4375	596
gene-b4376	139505
gene-b4568	6404
gene-b4377	2249
gene-b4378	1945
gene-b4379	168
gene-b4380	2031
gene-b4381	12520
gene-b4382	8957
gene-b4383	64701
gene-b4384	24684
gene-b4385	1068
gene-b4386	317
gene-b4387	425
gene-b4388	791
gene-b4389	922
gene-b4390	4110
gene-b4391	9622
gene-b4392	3616
gene-b4393	154
gene-b4394	534
gene-b4395	3205
gene-b4396	12679
gene-b4397	504
gene-b4398	504
gene-b4399	281
gene-b4400	574
gene-b4401	143768
gene-b4402	9835
gene-b4403	195
