Geneid	1714__ROC_-_N=3_library-read-1.fastq.gz
gene-b2936	5172
gene-b2937	5114
gene-b2938	8733
gene-b2939	415
gene-b2940	1346
gene-b2941	58
gene-b2942	774
gene-b2943	651
gene-b2944	80
gene-b2945	63
gene-b2946	1761
gene-b2947	4881
gene-b2948	3629
gene-b2949	796
gene-b2950	457
gene-b2951	1194
gene-b2952	1313
gene-b2953	283
gene-b2954	1489
gene-b2955	770
gene-b2956	610
gene-b2957	1430
gene-b2958	3021
gene-b2959	1872
gene-b2960	2987
gene-b2961	881
gene-b2962	575
gene-b2963	1414
gene-b2964	32653
gene-b2965	615
gene-b2966	234
gene-b2967	62
gene-b2968	159
gene-b2971	20
gene-b2972	106
gene-b4466	992
gene-b2975	106
gene-b2976	1682
gene-b2977	424
gene-b4467	449
gene-b4468	84
gene-b2979	192
gene-b2980	15598
gene-b2981	1636
gene-b2982	109
gene-b2983	77
gene-b2984	17
gene-b2985	25
gene-b2986	17
gene-b2987	78
gene-b2988	6148
gene-b2989	2242
gene-b2990	256
gene-b2991	1224
gene-b2992	2079
gene-b2993	613
gene-b2994	2315
gene-b2995	1158
gene-b2996	1740
gene-b2997	698
gene-b2998	21
gene-b4755	46
gene-b3001	24021
gene-b3002	4192
gene-b3003	186
gene-b3005	3805
gene-b3006	7223
gene-b3008	298
gene-b3009	4499
gene-b3010	2007
gene-b3011	1283
gene-b3012	356
gene-b3013	200
gene-b3014	51
gene-b4469	473
gene-b3017	1496
gene-b3018	1257
gene-b3019	4536
gene-b3020	2841
gene-b3021	1569
gene-b3022	374
gene-b3023	385
gene-b3024	343
gene-b3025	359
gene-b3026	344
gene-b3027	220
gene-b3028	2513
gene-b3029	4923
gene-b3030	4754
gene-b3031	5188
gene-b3032	7553
gene-b3033	4141
gene-b3034	527
gene-b3035	3535
gene-b3036	769
gene-b3037	12508
gene-b3038	17360
gene-b3039	833
gene-b3040	1086
gene-b4756	644
gene-b3041	26514
gene-b3042	418
gene-b3043	56
gene-b3044	1
gene-b3045	17
gene-b3047	51
gene-b3048	526
gene-b3049	2168
gene-b3050	1229
gene-b3051	235
gene-b4447	1096
gene-b4664	1006
gene-b4611	230
gene-b4666	187
gene-b3052	1993
gene-b3053	5029
gene-b3054	2707
gene-b3055	4439
gene-b3056	4007
gene-b3057	1004
gene-b3058	1295
gene-b3059	2653
gene-b3060	498
gene-b3061	43
gene-b3062	37
gene-b3063	62
gene-b3064	964
gene-b3065	4808
gene-b3066	2546
gene-b3067	7973
gene-b3068	291
gene-b3069	57
gene-b3070	937
gene-b3071	1943
gene-b3072	1250
gene-b3073	2275
gene-b3074	125
gene-b3075	585
gene-b3076	676
gene-b3077	225
gene-b3078	445
gene-b3079	59
gene-b3080	90
gene-b3081	4264
gene-b3082	230
gene-b3083	123
gene-b3084	288
gene-b3085	184
gene-b3086	31
gene-b3087	10356
gene-b3088	192
gene-b3089	2174
gene-b3090	221
gene-b3091	14357
gene-b3092	13230
gene-b3093	5046
gene-b3094	1607
gene-b3095	3081
gene-b3096	1732
gene-b3097	785
gene-b3098	719
gene-b3099	1314
gene-b3100	1288
gene-b3101	62
gene-b3102	624
gene-b3103	256
gene-b3104	63
gene-b3105	483
gene-b3106	211
gene-b3107	467
gene-b4470	682
gene-b3110	435
gene-b4471	36532
gene-b3113	44241
gene-b3114	117522
gene-b3115	51334
gene-b3116	110998
gene-b3117	63800
gene-b3118	38253
gene-b3119	128
gene-b3120	71
gene-b3121	93
gene-b3123	1896
gene-b3124	1097
gene-b3125	475
gene-b3126	2142
gene-b3127	1553
gene-b3128	1638
gene-b3129	1343
gene-b3130	2306
gene-b3131	2629
gene-b3132	1913
gene-b3133	515
gene-b3136	231
gene-b3137	109
gene-b3138	77
gene-b3139	167
gene-b3140	347
gene-b3141	58
gene-b3142	222
gene-b3143	44
gene-b3144	2702
gene-b3145	626
gene-b3146	253
gene-b3147	4570
gene-b3148	1376
gene-b3149	7140
gene-b3150	2719
gene-b3151	239
gene-b3152	345
gene-b3153	118
gene-b3154	109
gene-b3155	1280
gene-b3156	3711
gene-b3157	5092
gene-b3158	147
gene-b3159	141
gene-b3160	1227
gene-b3161	387
gene-b3162	2414
gene-b4685	224
gene-b3163	44195
gene-b3164	27675
gene-b4449	2626
gene-b3165	14135
gene-b3166	3758
gene-b3167	1481
gene-b3168	7354
gene-b3169	7151
gene-b3170	6258
gene-b3171	600
gene-b3172	946
gene-b3173	315
gene-b3174	1064
gene-b3175	5740
gene-b3176	10543
gene-b3177	2905
gene-b3178	18375
gene-b3179	9477
gene-b3180	2747
gene-b3181	1724
gene-b3182	1073
gene-b3183	1509
gene-b3184	1091
gene-b3185	9808
gene-b3186	17289
gene-b3187	4691
gene-b3188	177
gene-b3189	2347
gene-b3190	1123
gene-b3191	1068
gene-b3192	2116
gene-b3193	2712
gene-b3194	1322
gene-b3195	3609
gene-b3196	1776
gene-b3197	7208
gene-b3198	8167
gene-b3199	2250
gene-b3200	2520
gene-b3201	2873
gene-b3202	27241
gene-b3203	4468
gene-b3204	4573
gene-b3205	3731
gene-b3206	988
gene-b3207	17760
gene-b3208	5341
gene-b3209	1665
gene-b4450	992
gene-b3210	6543
gene-b3211	117
gene-b3212	7445
gene-b3213	2399
gene-b3214	101
gene-b3215	32
gene-b3216	617
gene-b3218	110
gene-b3219	656
gene-b3220	2230
gene-b3221	9883
gene-b3222	34221
gene-b3223	28678
gene-b3224	94981
gene-b3225	291841
gene-b3226	2379
gene-b3227	528
gene-b3228	6280
gene-b3229	7322
gene-b3230	10538
gene-b3231	5034
gene-b3232	1096
gene-b3233	10651
gene-b3234	1050
gene-b3235	4868
gene-b3236	417276
gene-b3237	837
gene-b3238	833
gene-b3239	275
gene-b3240	423
gene-b3241	120
gene-b3242	105
gene-b3243	380
gene-b3244	2610
gene-b4472	3081
gene-b3247	4987
gene-b3248	2114
gene-b3249	1969
gene-b3250	5352
gene-b3251	12256
gene-b3252	1861
gene-b3253	1858
gene-b3255	19522
gene-b3256	25709
gene-b3257	60
gene-b3258	1584
gene-b3259	1280
gene-b3260	1704
gene-b3261	251
gene-b3262	113
gene-b3263	1798
gene-b3264	1413
gene-b3265	66
gene-b3266	399
gene-b3267	337
gene-b3269	177
gene-b3270	80
gene-b3271	72
gene-b3272	4654
gene-b3273	649
gene-b3274	784
gene-b3275	28026
gene-b3276	14
gene-b3277	36
gene-b3278	42881
gene-b3279	7901
gene-b3280	6001
gene-b3281	7004
gene-b3282	2377
gene-b3283	12773
gene-b3284	7360
gene-b4473	2155
gene-b3287	4842
gene-b3288	6046
gene-b3289	2830
gene-b3290	2295
gene-b3291	2517
gene-b4550	1062
gene-b3292	1478
gene-b3293	2421
gene-b3294	52152
gene-b3295	61599
gene-b3296	51799
gene-b3297	24341
gene-b3298	16613
gene-b3299	8835
gene-b3300	126501
gene-b3301	19483
gene-b3302	39935
gene-b3303	56192
gene-b3304	32817
gene-b3305	32525
gene-b3306	28240
gene-b3307	10951
gene-b3308	38356
gene-b3309	108216
gene-b3310	15136
gene-b3311	84686
gene-b3312	15922
gene-b3313	118432
gene-b3314	112091
gene-b3315	152671
gene-b3316	23415
gene-b3317	22706
gene-b3318	18236
gene-b3319	12532
gene-b3320	109099
gene-b3321	34088
gene-b3322	43
gene-b3323	99
gene-b3324	77
gene-b3325	229
gene-b3326	154
gene-b3327	84
gene-b3328	23
gene-b3329	5
gene-b3330	13
gene-b3331	31
gene-b3332	216
gene-b3333	415
gene-b3334	137
gene-b3335	189
gene-b3336	866
gene-b3337	606
gene-b3338	537
gene-b3339	84186
gene-b3340	249115
gene-b3341	24684
gene-b3342	28214
gene-b3343	496
gene-b3344	702
gene-b3345	1113
gene-b3346	5900
gene-b3347	11031
gene-b3348	203
gene-b3349	8685
gene-b4551	209
gene-b3350	1219
gene-b3351	175
gene-b3352	1877
gene-b3353	1807
gene-b3354	205
gene-b3355	1041
gene-b3356	1840
gene-b3357	18773
gene-b3358	4103
gene-b3359	698
gene-b3360	494
gene-b3361	1004
gene-b3362	619
gene-b3363	2470
gene-b3364	172
gene-b3365	1579
gene-b3366	48
gene-b3367	147
gene-b3368	1207
gene-b3369	24
gene-b3370	278
gene-b3371	527
gene-b4474	263
gene-b3374	363
gene-b3375	356
gene-b3376	265
gene-b3377	286
gene-b3378	105
gene-b3379	240
gene-b3380	242
gene-b3381	386
gene-b3382	564
gene-b3383	1336
gene-b3384	6985
gene-b3385	1304
gene-b3386	2241
gene-b3387	3701
gene-b3388	7148
gene-b3389	4442
gene-b3390	4870
gene-b3391	108
gene-b3392	21
gene-b3393	155
gene-b3394	134
gene-b3395	75
gene-b3396	2649
gene-b3397	6033
gene-b3398	4012
gene-b3399	575
gene-b3400	847
gene-b3401	2690
gene-b3402	1492
gene-b3403	121681
gene-b3404	10066
gene-b3405	2019
gene-b3406	269
gene-b3407	2458
gene-b3408	4247
gene-b3409	5671
gene-b3410	351
gene-b3411	285
gene-b3412	673
gene-b3413	1152
gene-b3414	4049
gene-b3415	1318
gene-b3416	3459
gene-b3417	9888
gene-b3418	59122
gene-b4475	1486
gene-b3421	450
gene-b3422	131
gene-b3424	1631
gene-b3425	718
gene-b3426	111139
gene-b3427	7156
gene-b3428	15035
gene-b3429	10614
gene-b3430	6363
gene-b3431	6935
gene-b3432	8256
gene-b3433	7356
gene-b3434	1165
gene-b4476	497
gene-b3437	188
gene-b3438	2366
gene-b3439	945
gene-b3440	1682
gene-b4451	159
gene-b3441	78
gene-b3442	31
gene-b3444	4
gene-b3445	14
gene-b4612	27
gene-b3446	42
gene-b3447	212
gene-b3448	1257
gene-b3449	2615
gene-b3450	597
gene-b3451	1577
gene-b3452	530
gene-b3453	777
gene-b3454	54
gene-b3455	76
gene-b3456	287
gene-b3457	85
gene-b3458	131
gene-b3459	306
gene-b3460	256
gene-b3461	25173
gene-b3462	6244
gene-b3463	5985
gene-b3464	6769
gene-b3465	525
gene-b3466	676
gene-b3467	797
gene-b3468	857
gene-b3469	33976
gene-b3470	1219
gene-b3471	1987
gene-b3472	3151
gene-b3473	676
gene-b3474	419
gene-b3475	837
gene-b3476	94
gene-b3477	21
gene-b3478	15
gene-b3479	42
gene-b3480	134
gene-b3481	665
gene-b3482	207
gene-b3483	71
gene-b3484	317
gene-b3485	492
gene-b3486	3335
gene-b3487	1280
gene-b3488	216
gene-b3491	372
gene-b3492	532
gene-b3493	9074
gene-b3494	572
gene-b3495	29632
gene-b3496	9306
gene-b3497	3425
gene-b3498	11922
gene-b3499	2267
gene-b3500	3275
gene-b4613	818
gene-b4712	47
gene-b4713	89
gene-b3501	140
gene-b3502	1176
gene-b3503	161
gene-b3505	354
gene-b3506	5732
gene-b3507	997
gene-b3508	2308
gene-b3509	40012
gene-b3510	62390
gene-b3511	4279
gene-b4704	3403
gene-b3512	5730
gene-b4718	652
gene-b3513	940
gene-b3514	2154
gene-b3515	1188
gene-b4452	1197
gene-b3516	4039
gene-b3517	9551
gene-b3518	68
gene-b3519	546
gene-b3520	314
gene-b3521	313
gene-b3522	1796
gene-b3523	218
gene-b3524	1296
gene-b3525	312
gene-b3526	2433
gene-b3527	5242
gene-b3528	79186
gene-b3529	4328
gene-b3530	1058
gene-b3531	89
gene-b3532	526
gene-b3533	374
gene-b3535	463
gene-b3536	1221
gene-b3537	290
gene-b3538	988
gene-b4453	414
gene-b4454	157
gene-b3539	1000
gene-b3540	964
gene-b3541	372
gene-b3542	327
gene-b3543	857
gene-b3544	23213
gene-b3545	181
gene-b3546	3784
gene-b3547	108
gene-b3548	318
gene-b3549	136
gene-b3550	412
gene-b3551	4721
gene-b3552	282
gene-b3553	6455
gene-b3554	6866
gene-b3555	299
gene-b3556	71845
gene-b4455	117
gene-b3557	131
gene-b3558	294
gene-b3559	26923
gene-b3560	3786
gene-b4553	66
gene-b3561	206
gene-b3562	32
gene-b3563	92
gene-b3564	1116
gene-b3565	1150
gene-b3566	1189
gene-b3567	628
gene-b3568	636
gene-b3569	1740
gene-b3570	16626
gene-b3571	1183
gene-b3572	5939
gene-b3573	567
gene-b3574	836
gene-b3575	192
gene-b3576	46
gene-b3577	37
gene-b3578	85
gene-b3579	147
gene-b3580	245
gene-b3581	96
gene-b3582	67
gene-b3583	95
gene-b3584	92
gene-b3585	474
gene-b3586	187
gene-b3587	9
gene-b3588	2643
gene-b3589	19
gene-b3590	3188
gene-b3591	1538
gene-b3592	566
gene-b3593	446
gene-b3594	2201
gene-b3596	41
gene-b4615	81
gene-b3597	599
gene-b3598	392
gene-b3599	10981
gene-b3600	5093
gene-b3601	9403
gene-b4554	3384
gene-b3602	540
gene-b3603	36061
gene-b3604	26328
gene-b3605	18899
gene-b3606	1602
gene-b3607	3344
gene-b3608	86515
gene-b3609	177442
gene-b3610	31511
gene-b3611	31093
gene-b3612	4163
gene-b3613	1241
gene-b3614	1893
gene-b3615	812
gene-b3616	33184
gene-b3617	21972
gene-b3618	3829
gene-b3619	23023
gene-b3620	4525
gene-b3621	5262
gene-b3622	10959
gene-b3623	2379
gene-b3624	2561
gene-b3625	2859
gene-b3626	4950
gene-b3627	4201
gene-b3628	5118
gene-b3629	7518
gene-b3630	1529
gene-b3631	3564
gene-b3632	2694
gene-b3633	1919
gene-b3634	409
gene-b3635	472
gene-b3636	7758
gene-b3637	6588
gene-b3638	452
gene-b3639	4656
gene-b3640	1968
gene-b3641	1570
gene-b3642	355
gene-b3643	1192
gene-b3644	3644
gene-b3645	3659
gene-b3646	1136
gene-b3647	535
gene-b3648	7148
gene-b3649	5576
gene-b3650	18176
gene-b3651	1900
gene-b3652	1590
gene-b3653	1680
gene-b3654	92
gene-b3655	2708
gene-b3656	540
gene-b3657	99
gene-b3658	111
gene-b3659	114
gene-b3660	1901
gene-b3661	1753
gene-b4555	56
gene-b3662	156
gene-b3663	1102
gene-b3664	107
gene-b3665	714
gene-b3666	386
gene-b3667	461
gene-b3668	1455
gene-b3669	971
gene-b3670	726
gene-b3671	805
gene-b3672	676
gene-b4616	31
gene-b4618	315
gene-b3673	5713
gene-b3674	9370
gene-b3675	2512
gene-b3676	288
gene-b3677	273
gene-b3678	304
gene-b3679	114
gene-b3680	195
gene-b3681	112
gene-b3682	74
gene-b3683	20
gene-b3684	722
gene-b3685	2897
gene-b3686	178
gene-b3687	7142
gene-b3688	1994
gene-b3689	2081
gene-b3690	97
gene-b3691	87
gene-b4478	366
gene-b4477	152
gene-b3693	640
gene-b4479	1810
gene-b3696	1014
gene-b3697	5642
gene-b3698	1501
gene-b3699	14884
gene-b3700	3807
gene-b3701	6186
gene-b3702	12735
gene-b4757	54
gene-b3703	15924
gene-b3704	11560
gene-b4557	2326
gene-b3705	14133
gene-b3706	4966
gene-b3707	311667
gene-b3708	3858092
gene-b3709	307230
gene-b3710	1667
gene-b3711	864
gene-b3712	871
gene-b3713	1551
gene-b3714	423
gene-b3715	423
gene-b3716	211
gene-b3717	589
gene-b3718	60
gene-b3719	73
gene-b3720	101
gene-b3721	81
gene-b3722	192
gene-b3723	727
gene-b3724	7298
gene-b3725	27528
gene-b3726	9113
gene-b3727	16512
gene-b3728	33319
gene-b3729	33774
gene-b3730	13734
gene-b3731	21515
gene-b3732	84785
gene-b3733	211818
gene-b3734	127160
gene-b3735	27567
gene-b3736	29926
gene-b3737	36986
gene-b3738	27388
gene-b3739	3020
gene-b3740	949
gene-b3741	5834
gene-b3742	9133
gene-b3743	510
gene-b3744	5381
gene-b3745	1398
gene-b3746	4537
gene-b3747	2146
gene-b3748	16337
gene-b3749	15140
gene-b3750	12394
gene-b3751	48148
gene-b3752	8854
gene-b3753	4312
gene-b3754	1575
gene-b3755	1458
gene-b3756	107875
gene-b3757	124750
gene-b3758	125476
gene-b3759	4328
gene-b3760	8797
gene-b3761	10749
gene-b4480	1204
gene-b3764	4831
gene-b3765	2211
gene-b3766	1896
gene-b4669	71
gene-b3769	181
gene-b3770	2726
gene-b3771	3651
gene-b3772	1232
gene-b3773	954
gene-b3774	521
gene-b3775	435
gene-b3778	2348
gene-b3779	16271
gene-b3780	17712
gene-b3781	11437
gene-b3782	5463
gene-b3783	17808
gene-b3784	6148
gene-b3785	3567
gene-b3786	2648
gene-b3787	5112
gene-b3788	3297
gene-b3789	739
gene-b3790	1270
gene-b3791	3363
gene-b3792	2098
gene-b4481	2818
gene-b3793	1583
gene-b3794	365
gene-b3795	1309
gene-b3796	771
gene-b3797	1995
gene-b3798	1912
gene-b3799	838
gene-b3800	891
gene-b3801	344
gene-b4456	1278
gene-b3802	3963
gene-b3803	11762
gene-b3804	4704
gene-b3805	5451
gene-b3806	19219
gene-b3807	1213
gene-b3808	454
gene-b4558	5468
gene-b3809	9059
gene-b3810	3956
gene-b3811	2591
gene-b3812	3799
gene-b3813	5097
gene-b4482	439
gene-b3816	7700
gene-b3817	284
gene-b3818	43
gene-b3819	551
gene-b3820	245
gene-b3821	2191
gene-b3822	2416
gene-b3823	816
gene-b3824	254
gene-b3825	3867
gene-b3826	5017
gene-b3827	667
gene-b3828	104
gene-b3829	403
gene-b3830	714
gene-b3831	13233
gene-b3832	3430
gene-b3833	5800
gene-b3834	4941
gene-b4707	1842
gene-b3835	19222
gene-b3836	19551
gene-b3838	6185
gene-b3839	3639
gene-b4483	1099
gene-b3842	794
gene-b3843	38231
gene-b3844	11637
gene-b3845	2922
gene-b3846	7561
gene-b3847	2926
gene-b3848	1018
gene-b3849	3902
gene-b3850	885
gene-b3851	35734
gene-b3852	81
gene-b3853	43
gene-b3854	118054
gene-b3855	11784
gene-b3856	526
gene-b3857	263
gene-b3858	1417
gene-b3859	12717
gene-b3860	9870
gene-b3861	230
gene-b3862	641
gene-b3863	25238
gene-b3864	1081
gene-b3865	3359
gene-b4457	1794
gene-b3866	351
gene-b3867	7388
gene-b4686	6020
gene-b3868	2077
gene-b3869	1928
gene-b3870	11465
gene-b3871	9052
gene-b3872	2840
gene-b3873	7180
gene-b3874	2092
gene-b3875	52
gene-b3876	232
gene-b3877	116
gene-b3878	418
gene-b3879	84
gene-b3880	1084
gene-b3881	807
gene-b3882	626
gene-b3883	245
gene-b3884	1178
gene-b3885	5100
gene-b3886	5144
gene-b3887	5943
gene-b3888	10509
gene-b3889	58
gene-b3890	649
gene-b3891	14559
gene-b3892	25238
gene-b3893	93352
gene-b3894	61888
gene-b3895	502
gene-b3896	84
gene-b3897	212
gene-b3898	239
gene-b3899	113
gene-b3900	11
gene-b3901	42
gene-b3902	51
gene-b3903	120
gene-b3904	60
gene-b3905	195
gene-b3906	751
gene-b3907	303
gene-b3908	2856
gene-b3909	2076
gene-b3910	1268
gene-b3911	4694
gene-b3912	2314
gene-b4484	1039
gene-b4716	596
gene-b3915	3757
gene-b3916	5456
gene-b3917	61
gene-b3918	640
gene-b3919	14848
gene-b3920	1091
gene-b3921	438
gene-b3922	1558
gene-b3923	2642
gene-b3924	1552
gene-b3925	12902
gene-b3926	192559
gene-b3927	159540
gene-b3928	5687
gene-b3929	2569
gene-b3930	1814
gene-b3931	10818
gene-b3932	1310
gene-b3933	4335
gene-b3934	14034
gene-b3935	944
gene-b3936	11916
gene-b3937	1212
gene-b3938	596
gene-b3939	500
gene-b3940	3317
gene-b3941	257
gene-b3942	12029
gene-b3943	930
gene-b3944	254
gene-b3945	903
gene-b3946	409
gene-b3947	770
gene-b3949	457
gene-b3950	394
gene-b3951	1838
gene-b3952	403
gene-b3953	81
gene-b3954	208
gene-b3955	5088
gene-b3956	9536
gene-b3957	2007
gene-b3958	389
gene-b3959	397
gene-b3960	1569
gene-b4458	41
gene-b3961	5257
gene-b3962	32007
gene-b3963	15920
gene-b3964	9628
gene-b3965	5912
gene-b3966	15580
gene-b3967	7181
gene-b3968	17642
gene-b3969	22022
gene-b3970	11045
gene-b3971	406
gene-b3972	2372
gene-b3973	3041
gene-b3974	4755
gene-b3976	378
gene-b3977	671
gene-b3978	5195
gene-b3979	3207
gene-b3980	110635
gene-b3981	12770
gene-b3982	2482
gene-b3983	5441
gene-b3984	12306
gene-b3985	16575
gene-b3986	212677
gene-b3987	95387
gene-b3988	110740
gene-b3989	442
gene-b4691	117
gene-b3990	259
gene-b3991	135
gene-b4407	146
gene-b3992	403
gene-b3993	160
gene-b3994	827
gene-b3995	4377
gene-b3996	982
gene-b3997	3583
gene-b3998	3057
gene-b3999	7903
gene-b4000	39029
gene-b4001	3991
gene-b4002	79
gene-b4003	834
gene-b4004	988
gene-b4005	407
gene-b4006	210
gene-b4007	1968
gene-b4008	56192
gene-b4009	3542
gene-b4010	177
gene-b4011	130
gene-b4012	121
gene-b4013	684
gene-b4014	181025
gene-b4015	157052
gene-b4016	125294
gene-b4017	1169
gene-b4018	2683
gene-b4019	12321
gene-b4020	1285
gene-b4021	3985
gene-b4022	3338
gene-b4023	491
gene-b4024	1564
gene-b4025	38470
gene-b4026	51
gene-b4027	23
gene-b4028	31
gene-b4029	212
gene-b4620	23
gene-b4030	49
gene-b4031	308
gene-b4032	2817
gene-b4033	6781
gene-b4034	20242
gene-b4035	4397
gene-b4036	9810
gene-b4037	8073
gene-b4039	2706
gene-b4040	11550
gene-b4041	18135
gene-b4042	1689
gene-b4043	15503
gene-b4044	7000
gene-b4045	393
gene-b4046	1899
gene-b4047	7
gene-b4048	14
gene-b4049	5085
gene-b4050	119
gene-b4051	2224
gene-b4052	10042
gene-b4053	3372
gene-b4054	2731
gene-b4621	47
gene-b4055	6185
gene-b4056	4378
gene-b4057	3490
gene-b4058	5512
gene-b4059	2780
gene-b4060	82
gene-b4061	968
gene-b4062	535
gene-b4063	239
gene-b4459	368
gene-b4064	154
gene-b4065	3033
gene-b4066	132
gene-b4067	1430
gene-b4068	561
gene-b4069	5877
gene-b4070	303
gene-b4071	31
gene-b4072	62
gene-b4073	22
gene-b4074	154
gene-b4075	15
gene-b4076	46
gene-b4077	6090
gene-b4078	307
gene-b4079	787
gene-b4080	66
gene-b4081	125
gene-b4082	155
gene-b4622	5
gene-b4083	43
gene-b4084	1823
gene-b4085	4883
gene-b4086	2560
gene-b4087	7069
gene-b4088	4083
gene-b4089	5356
gene-b4090	606
gene-b4487	711
gene-b4092	885
gene-b4093	65
gene-b4094	28
gene-b4095	91
gene-b4096	117
gene-b4097	75
gene-b4098	21
gene-b4099	32
gene-b4100	18
gene-b4101	19
gene-b4102	35
gene-b4105	108
gene-b4106	31
gene-b4107	106
gene-b4108	12585
gene-b4109	1771
gene-b4110	590
gene-b4111	2214
gene-b4703	928
gene-b4112	1384
gene-b4113	801
gene-b4114	214
gene-b4115	194
gene-b4116	140
gene-b4117	643
gene-b4118	1368
gene-b4119	812
gene-b4120	934
gene-b4121	363
gene-b4122	499
gene-b4123	250
gene-b4124	3130
gene-b4125	1832
gene-b4126	65
gene-b4127	391
gene-b4128	561
gene-b4559	305
gene-b4129	138340
gene-b4130	925
gene-b4131	24509
gene-b4132	4518
gene-b4133	964
gene-b4134	95
gene-b4135	947
gene-b4136	4186
gene-b4137	809
gene-b4138	21996
gene-b4139	58816
gene-b4140	3897
gene-b4141	1300
gene-b4142	90485
gene-b4143	346804
gene-b4144	1681
gene-b4145	1392
gene-b4146	3157
gene-b4147	15084
gene-b4410	749
gene-b4411	1220
gene-b4148	271
gene-b4149	184
gene-b4150	231
gene-b4151	746
gene-b4152	1334
gene-b4153	3321
gene-b4154	3978
gene-b4155	227
gene-b4156	1216
gene-b4157	488
gene-b4158	341
gene-b4159	3277
gene-b4160	2221
gene-b4161	9194
gene-b4162	727
gene-b4163	262
gene-b4164	876
gene-b4165	1105
gene-b4670	146
gene-b4166	785
gene-b4167	2049
gene-b4168	428
gene-b4169	1318
gene-b4170	3749
gene-b4171	14258
gene-b4172	2539
gene-b4173	11154
gene-b4174	15518
gene-b4175	4820
gene-b4176	98
gene-b4177	7686
gene-b4178	4349
gene-b4179	5525
gene-b4180	2321
gene-b4181	24
gene-b4182	35
gene-b4183	24
gene-b4184	12
gene-b4185	28
gene-b4186	35
gene-b4187	3579
gene-b4188	6590
gene-b4189	7551
gene-b4190	778
gene-b4191	1318
gene-b4192	174
gene-b4193	317
gene-b4194	269
gene-b4195	356
gene-b4196	387
gene-b4197	893
gene-b4198	231
gene-b4199	38
gene-b4200	3077
gene-b4201	1726
gene-b4202	2135
gene-b4203	76311
gene-b4204	373
gene-b4206	497
gene-b4207	7339
gene-b4208	7192
gene-b4209	1626
gene-b4210	618
gene-b4211	384
gene-b4212	162
gene-b4213	3505
gene-b4214	4213
gene-b4215	890
gene-b4216	3959
gene-b4217	3206
gene-b4218	632
gene-b4219	2273
gene-b4220	3364
gene-b4221	7974
gene-b4222	700
gene-b4223	490
gene-b4224	813
gene-b4225	621
gene-b4226	11747
gene-b4227	1439
gene-b4485	1369
gene-b4230	519
gene-b4231	1965
gene-b4232	9873
gene-b4233	5964
gene-b4234	9210
gene-b4235	1774
gene-b4237	369
gene-b4238	1059
gene-b4239	8240
gene-b4240	17807
gene-b4241	441
gene-b4702	1714
gene-b4242	10520
gene-b4243	2813
gene-b4244	457
gene-b4245	653
gene-b4246	52
gene-b4248	663
gene-b4249	303
gene-b4251	272
gene-b4252	4728
gene-b4253	1338
gene-b4254	294
gene-b4255	1339
gene-b4256	141
gene-b4257	275
gene-b4258	15636
gene-b4259	1040
gene-b4260	37569
gene-b4261	3116
gene-b4262	5184
gene-b4263	925
gene-b4264	453
gene-b4265	303
gene-b4266	296
gene-b4267	386
gene-b4268	323
gene-b4269	237
gene-b4270	39
gene-b4272	5
gene-b4273	236
gene-b4277	15
gene-b4278	712
gene-b4279	183023
gene-b4280	342477
gene-b4655	1948
gene-b4284	338
gene-b4287	612
gene-b4288	799
gene-b4289	585
gene-b4290	746
gene-b4291	1675
gene-b4292	551
gene-b4293	766
gene-b4294	364
gene-b4295	2008
gene-b4296	108
gene-b4297	1418
gene-b4298	488
gene-b4299	544
gene-b4300	552
gene-b4301	259
gene-b4302	746
gene-b4624	1719
gene-b4303	1760
gene-b4304	568
gene-b4565	259
gene-b4305	2996
gene-b4306	194
gene-b4307	165
gene-b4566	925
gene-b4309	11810
gene-b4310	132622
gene-b4311	44856
gene-b4312	2175
gene-b4313	210
gene-b4314	7055
gene-b4315	1184
gene-b4316	1252
gene-b4317	5159
gene-b4318	477
gene-b4319	184
gene-b4320	703
gene-b4321	14367
gene-b4322	6767
gene-b4323	36805
gene-b4324	1273
gene-b4325	53
gene-b4720	9
gene-b4721	96
gene-b4722	18
gene-b4326	185
gene-b4327	905
gene-b4328	634
gene-b4329	26
gene-b4330	19
gene-b4331	256
gene-b4332	399
gene-b4333	270
gene-b4715	86
gene-b4334	224
gene-b4335	1105
gene-b4336	529
gene-b4337	178
gene-b4340	843
gene-b4341	6
gene-b4342	6187
gene-b4345	370
gene-b4346	1844
gene-b4347	34
gene-b4625	123
gene-b4348	2484
gene-b4349	2205
gene-b4350	8975
gene-b4351	861
gene-b4352	2777
gene-b4353	335
gene-b4354	16857
gene-b4355	795
gene-b4356	1136
gene-b4357	1226
gene-b4358	182
gene-b4359	6807
gene-b4360	295
gene-b4361	1063
gene-b4362	644
gene-b4363	164
gene-b4364	905
gene-b4365	16
gene-b4366	197
gene-b4367	1252
gene-b4567	608
gene-b4368	1774
gene-b4369	1336
gene-b4370	564
gene-b4371	862
gene-b4372	290
gene-b4373	510
gene-b4374	894
gene-b4375	5351
gene-b4376	2578
gene-b4568	380
gene-b4377	6348
gene-b4378	3230
gene-b4379	585
gene-b4380	631
gene-b4381	6220
gene-b4382	7036
gene-b4383	6215
gene-b4384	6602
gene-b4385	263
gene-b4386	723
gene-b4387	299
gene-b4388	2543
gene-b4389	4567
gene-b4390	3829
gene-b4391	4292
gene-b4392	8737
gene-b4393	3033
gene-b4394	1756
gene-b4395	4507
gene-b4396	7097
gene-b4397	1525
